source,split,checkpoint,bucket,horizon_min,n,mean_bps,ci_lo,ci_hi,test_id,robust_type
M15_trim1pct,DISCOVERY,16:00,"[0.15,+inf)",60,155,-0.7571631513238676,-5.59119922083504,4.52687305409853,"D2_16:00_[0.15,+inf)_60",trim1pct_dev_n_M15
M5,CONFIRM,10:00,"(-0.05,0.05)",30,74,2.220051165608732,-3.3661220461857497,8.539782415164604,"D2_10:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,10:00,"(-0.05,0.05)",60,74,-3.0072694898733197,-11.179854839460923,5.330474854812723,"D2_10:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,10:00,"(-0.15,-0.05]",30,61,-1.1412410982461447,-6.084212516813608,4.169562827299344,"D2_10:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,10:00,"(-0.15,-0.05]",60,61,1.0766393264070975,-7.0079286607620555,9.339069610793743,"D2_10:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,10:00,"(-inf,-0.15]",30,34,-6.436015849263167,-15.864439532043354,3.392077938052809,"D2_10:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,10:00,"(-inf,-0.15]",60,34,-4.240947103583822,-17.76212771460485,9.826221083445486,"D2_10:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,10:00,"[0.05,0.15)",30,51,-4.177391712093416,-11.017487380851104,2.954267333646176,"D2_10:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,10:00,"[0.05,0.15)",60,51,-1.2570121352194288,-11.032390066534777,9.314355237522577,"D2_10:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,10:00,"[0.15,+inf)",30,29,0.04176305964632317,-12.521736259837805,10.953533651901896,"D2_10:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,10:00,"[0.15,+inf)",60,29,-2.410000532128946,-23.909517560205302,16.229308439668454,"D2_10:00_[0.15,+inf)_60",M5_recompute
M5,CONFIRM,11:00,"(-0.05,0.05)",30,40,-1.601482571747026,-7.395204776868774,4.768904714544807,"D2_11:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,11:00,"(-0.05,0.05)",60,40,0.6999247222545806,-9.07715751751503,10.972456527279636,"D2_11:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,11:00,"(-0.15,-0.05]",30,44,3.1309366431367405,-4.302248320640993,9.889866016135251,"D2_11:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,11:00,"(-0.15,-0.05]",60,44,3.0825783532045534,-4.489886888059357,10.674669090676298,"D2_11:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,11:00,"(-inf,-0.15]",30,74,-5.411557675106515,-10.410246811196624,-0.4707216381880725,"D2_11:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,11:00,"(-inf,-0.15]",60,74,-4.362187243004681,-11.246677336521248,2.1207126165713888,"D2_11:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,11:00,"[0.05,0.15)",30,34,1.7968809177502032,-3.9636808833990256,6.897462095597862,"D2_11:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,11:00,"[0.05,0.15)",60,34,-4.992512475877914,-12.8393982942233,2.5746866982933283,"D2_11:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,11:00,"[0.15,+inf)",30,57,-4.460099779338329,-9.993756857255924,0.8838074416627135,"D2_11:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,11:00,"[0.15,+inf)",60,57,-4.923560040669387,-11.718741667332674,1.576451760124019,"D2_11:00_[0.15,+inf)_60",M5_recompute
M5,CONFIRM,12:00,"(-0.05,0.05)",30,35,0.049906365900837454,-6.082131055556749,7.1828528532762315,"D2_12:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,12:00,"(-0.05,0.05)",60,35,-7.011318588340381,-15.340209196570985,1.8862242898761559,"D2_12:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,12:00,"(-0.15,-0.05]",30,41,1.6823918110584535,-5.1640413602815,8.004907676736075,"D2_12:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,12:00,"(-0.15,-0.05]",60,41,3.532211674712061,-4.19077398202145,11.291419860290645,"D2_12:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,12:00,"(-inf,-0.15]",30,76,-2.928100756005522,-6.816521725855275,0.5529204083774812,"D2_12:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,12:00,"(-inf,-0.15]",60,76,-0.9619454126751008,-6.182826074799383,3.8497168123407253,"D2_12:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,12:00,"[0.05,0.15)",30,38,-0.8342524469471143,-4.42898447812795,3.2168370841407645,"D2_12:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,12:00,"[0.05,0.15)",60,38,0.1720827206561521,-5.232137844227453,6.269943068200288,"D2_12:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,12:00,"[0.15,+inf)",30,59,-0.18684007321884583,-5.192071735001823,4.811035778559295,"D2_12:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,12:00,"[0.15,+inf)",60,59,1.077898658932981,-4.692372794233328,6.46766784226692,"D2_12:00_[0.15,+inf)_60",M5_recompute
M5,CONFIRM,13:00,"(-0.05,0.05)",30,30,0.5281260087001509,-4.1486392385128035,5.7501368428062065,"D2_13:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,13:00,"(-0.05,0.05)",60,30,3.124073788621969,-2.9888811997229827,10.142577653197616,"D2_13:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,13:00,"(-0.15,-0.05]",30,30,1.5838011920814208,-2.37344969289912,5.358076246813557,"D2_13:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,13:00,"(-0.15,-0.05]",60,30,2.160962412876666,-4.333636881865337,8.65203335277571,"D2_13:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,13:00,"(-inf,-0.15]",30,87,-1.6200381387880083,-4.213808500256678,0.7014232154234562,"D2_13:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,13:00,"(-inf,-0.15]",60,87,-3.6266543860500047,-8.174887284513154,0.3843158237455039,"D2_13:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,13:00,"[0.05,0.15)",30,38,2.979845912013332,-1.7957232922899464,7.660443149959014,"D2_13:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,13:00,"[0.05,0.15)",60,38,6.822204580165132,0.14789045113147434,13.952017258618891,"D2_13:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,13:00,"[0.15,+inf)",30,64,-2.457195462893004,-5.440646561116126,0.5858733389079577,"D2_13:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,13:00,"[0.15,+inf)",60,64,-2.1677430250188583,-6.201287739151042,1.8865526086899795,"D2_13:00_[0.15,+inf)_60",M5_recompute
M5,CONFIRM,14:00,"(-0.05,0.05)",30,33,2.329758151145741,-2.8044836462024683,7.3927443484944275,"D2_14:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,14:00,"(-0.05,0.05)",60,33,3.8593303198703413,-2.065337242520488,10.326801252545543,"D2_14:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,14:00,"(-0.15,-0.05]",30,28,-0.4238344086017674,-6.077594715004926,4.659125050716014,"D2_14:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,14:00,"(-0.15,-0.05]",60,28,-0.11632493175603058,-6.4149938721608795,6.064596112523188,"D2_14:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,14:00,"(-inf,-0.15]",30,85,0.8072019555097948,-2.057919764472409,3.3754945239506435,"D2_14:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,14:00,"(-inf,-0.15]",60,85,1.551654037870152,-2.2118412433940415,5.048188578158797,"D2_14:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,14:00,"[0.05,0.15)",30,24,0.257130002630316,-4.936628070138421,6.624935017461373,"D2_14:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,14:00,"[0.05,0.15)",60,24,-0.9939116088209431,-9.708022006747527,7.9539368270675626,"D2_14:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,14:00,"[0.15,+inf)",30,79,-1.5352127750233584,-4.851905933625552,1.7029322128652435,"D2_14:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,14:00,"[0.15,+inf)",60,79,-0.6835524482088817,-4.563477010503562,2.9609208824264504,"D2_14:00_[0.15,+inf)_60",M5_recompute
M5,CONFIRM,15:00,"(-0.05,0.05)",30,29,-0.32026915400603145,-6.573253415840295,5.622541776643982,"D2_15:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,15:00,"(-0.05,0.05)",60,29,-1.7716993395115015,-9.46084433225094,4.964715371353529,"D2_15:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,15:00,"(-0.15,-0.05]",30,39,-1.1894814287279238,-5.646225985491217,3.5657351137597812,"D2_15:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,15:00,"(-0.15,-0.05]",60,39,0.4443450922115731,-5.494765193686892,6.557164547664362,"D2_15:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,15:00,"(-inf,-0.15]",30,71,-0.28300277530791623,-3.115450861046875,2.524386284597388,"D2_15:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,15:00,"(-inf,-0.15]",60,71,-2.2671764183101075,-6.424287341476207,2.2969400725035753,"D2_15:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,15:00,"[0.05,0.15)",30,32,1.128621750956134,-2.6770075285550603,5.321979834712264,"D2_15:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,15:00,"[0.05,0.15)",60,32,3.368457860580751,-1.4699673668067315,8.226904868553248,"D2_15:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,15:00,"[0.15,+inf)",30,78,2.479098359542551,-0.31111455185203685,5.334141929669769,"D2_15:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,15:00,"[0.15,+inf)",60,78,2.1093647669071025,-1.6178361712445997,6.1504535985905555,"D2_15:00_[0.15,+inf)_60",M5_recompute
M5,CONFIRM,16:00,"(-0.05,0.05)",30,35,3.550135195639165,0.6338997871895664,6.267102132684147,"D2_16:00_(-0.05,0.05)_30",M5_recompute
M5,CONFIRM,16:00,"(-0.05,0.05)",60,35,2.3271439592170866,-2.9584087274698274,7.148057311655075,"D2_16:00_(-0.05,0.05)_60",M5_recompute
M5,CONFIRM,16:00,"(-0.15,-0.05]",30,31,0.5978150010560279,-2.829508281125301,3.476898200336895,"D2_16:00_(-0.15,-0.05]_30",M5_recompute
M5,CONFIRM,16:00,"(-0.15,-0.05]",60,31,2.662618098180896,-2.8119701478086427,8.448525594627776,"D2_16:00_(-0.15,-0.05]_60",M5_recompute
M5,CONFIRM,16:00,"(-inf,-0.15]",30,72,0.3147691185053587,-2.3762360778397893,3.0036579229953193,"D2_16:00_(-inf,-0.15]_30",M5_recompute
M5,CONFIRM,16:00,"(-inf,-0.15]",60,72,2.914292846736524,-2.932930940473201,10.002999445499992,"D2_16:00_(-inf,-0.15]_60",M5_recompute
M5,CONFIRM,16:00,"[0.05,0.15)",30,35,-0.5622766817288127,-3.624959919983143,2.463742232641972,"D2_16:00_[0.05,0.15)_30",M5_recompute
M5,CONFIRM,16:00,"[0.05,0.15)",60,35,-0.7431548677929718,-5.69380274234855,4.375617815277994,"D2_16:00_[0.05,0.15)_60",M5_recompute
M5,CONFIRM,16:00,"[0.15,+inf)",30,76,-0.022308575642542763,-2.6615479188558737,2.5288280347140146,"D2_16:00_[0.15,+inf)_30",M5_recompute
M5,CONFIRM,16:00,"[0.15,+inf)",60,76,-0.6042626463080056,-4.196345910374774,2.903582362868455,"D2_16:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"(-0.05,0.05)",30,106,4.2236705980035545,-2.3948405441544782,11.101198741257859,"D2_10:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"(-0.05,0.05)",60,106,2.742894758947428,-7.509902088281408,12.812266348873809,"D2_10:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"(-0.15,-0.05]",30,66,-3.5288876504886004,-12.397814110848302,5.6100003029608985,"D2_10:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"(-0.15,-0.05]",60,66,3.5379755722012787,-8.341851916067824,15.421984085552497,"D2_10:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"(-inf,-0.15]",30,8,-18.94224205816239,-50.94783764732158,-1.034788180764187,"D2_10:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"(-inf,-0.15]",60,8,-12.827480107287096,-37.090826512454626,11.873326215875666,"D2_10:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"[0.05,0.15)",30,60,5.848210499154052,-2.9891077263349533,15.120633422388757,"D2_10:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"[0.05,0.15)",60,60,6.869185142724924,-6.38717928563894,19.821506590282524,"D2_10:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"[0.15,+inf)",30,17,-11.912735459665,-31.667670261707865,6.301574881392132,"D2_10:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,10:00,"[0.15,+inf)",60,17,-12.97531359373683,-38.19856802564627,8.485306881176609,"D2_10:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"(-0.05,0.05)",30,62,-5.262737535846929,-13.552425098885664,2.312549498477839,"D2_11:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"(-0.05,0.05)",60,62,-2.4322215518291666,-13.109947477175393,7.608598046415061,"D2_11:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"(-0.15,-0.05]",30,37,-3.4294333675574435,-14.830069172706876,8.805886045629704,"D2_11:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"(-0.15,-0.05]",60,37,-3.2432056070183597,-15.009087011531664,8.836796912152282,"D2_11:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"(-inf,-0.15]",30,51,-0.5336474644562662,-9.48900838461448,8.869645107244697,"D2_11:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"(-inf,-0.15]",60,51,1.4781505113138118,-8.71448993753851,12.224304781758269,"D2_11:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"[0.05,0.15)",30,37,2.641982733719579,-6.377699610977088,11.95864217086377,"D2_11:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"[0.05,0.15)",60,37,-2.932228962132192,-16.488535922211327,10.432741679087824,"D2_11:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"[0.15,+inf)",30,70,1.0712790824581084,-5.908157132841898,8.288084293370403,"D2_11:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,11:00,"[0.15,+inf)",60,70,-5.508455112710269,-14.957710701808121,4.450211240753706,"D2_11:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"(-0.05,0.05)",30,49,-2.1423353652328516,-8.333681061030893,4.069020048667024,"D2_12:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"(-0.05,0.05)",60,49,-0.9238337899109448,-9.572340479111105,8.07817551707746,"D2_12:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"(-0.15,-0.05]",30,45,0.1329597384390873,-7.9759661490667115,8.333324511039836,"D2_12:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"(-0.15,-0.05]",60,45,3.0893898668716715,-6.342977860822076,12.825121256325211,"D2_12:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"(-inf,-0.15]",30,63,2.9053592382452664,-3.798344111224884,9.33294120697732,"D2_12:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"(-inf,-0.15]",60,63,5.605337804825619,-2.6794361527505313,14.24905789251394,"D2_12:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"[0.05,0.15)",30,34,5.073906596073979,-4.010415493754501,15.687294222628315,"D2_12:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"[0.05,0.15)",60,34,6.3181327991746565,-6.260429398367959,19.35117283052325,"D2_12:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"[0.15,+inf)",30,66,2.4965895377609955,-3.153847316790365,8.421586495663366,"D2_12:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,12:00,"[0.15,+inf)",60,66,2.702980322559778,-4.087174504946601,9.393239698372497,"D2_12:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"(-0.05,0.05)",30,44,-0.7119771882574397,-5.810041575276546,4.274818468604616,"D2_13:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"(-0.05,0.05)",60,44,-2.5920651216332122,-10.315665764453719,5.05048078542135,"D2_13:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"(-0.15,-0.05]",30,38,-1.2422828222040898,-6.2532000864387385,3.314478779685678,"D2_13:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"(-0.15,-0.05]",60,38,-1.9082378402149178,-8.80998775803428,4.650945265573428,"D2_13:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"(-inf,-0.15]",30,64,4.3897463111666575,0.43823893327552493,8.44163496298949,"D2_13:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"(-inf,-0.15]",60,64,3.2322391722014627,-2.3850399317798283,8.815852073897062,"D2_13:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"[0.05,0.15)",30,37,-3.417060980457144,-9.949045399444536,3.6510919796276053,"D2_13:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"[0.05,0.15)",60,37,-7.247877652312072,-15.168935267867788,1.0192803601000175,"D2_13:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"[0.15,+inf)",30,74,-0.037093777081444367,-4.045053521450938,4.1037260601411,"D2_13:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,13:00,"[0.15,+inf)",60,74,0.7802311334094693,-4.232523655191958,5.788688993120239,"D2_13:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"(-0.05,0.05)",30,50,-5.410321698769004,-10.389860034262579,-0.5863163031586283,"D2_14:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"(-0.05,0.05)",60,50,-4.899377289397845,-11.661132700827796,1.829948762525365,"D2_14:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"(-0.15,-0.05]",30,40,3.30890137230791,-3.265379873830424,11.38237659041256,"D2_14:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"(-0.15,-0.05]",60,40,2.9069419995287893,-3.635075601141216,9.94795612737544,"D2_14:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"(-inf,-0.15]",30,67,-1.1656604203060081,-6.483060751610996,3.813223899208485,"D2_14:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"(-inf,-0.15]",60,67,-1.4708585424247473,-8.876717886116747,5.663097121215974,"D2_14:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"[0.05,0.15)",30,34,4.226992522451661,-2.2296773246279677,11.350231590427452,"D2_14:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"[0.05,0.15)",60,34,10.26439821638264,0.8211886173924408,20.617838593651417,"D2_14:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"[0.15,+inf)",30,66,0.7636136680269043,-3.0956305812832983,5.177132196462035,"D2_14:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,14:00,"[0.15,+inf)",60,66,1.6270282868776773,-4.826180494239582,7.85181718227924,"D2_14:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"(-0.05,0.05)",30,41,-3.2830626597374213,-9.37740533204054,2.3575284547318245,"D2_15:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"(-0.05,0.05)",60,41,1.1495982491093475,-4.589602542338415,7.333014402691117,"D2_15:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"(-0.15,-0.05]",30,38,-1.4864326687412022,-7.60138294084015,4.627008835260971,"D2_15:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"(-0.15,-0.05]",60,38,-2.9213372728946996,-10.93956117015855,5.147655776262978,"D2_15:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"(-inf,-0.15]",30,65,-0.1887696842694387,-5.494702202385032,5.199594256055009,"D2_15:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"(-inf,-0.15]",60,65,-0.35131591504544674,-6.710254899485637,5.865635799250831,"D2_15:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"[0.05,0.15)",30,42,-3.478812313439595,-11.487650144090118,3.6141402498356063,"D2_15:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"[0.05,0.15)",60,42,-3.95143053027791,-12.290740316453208,4.789390758105519,"D2_15:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"[0.15,+inf)",30,71,-0.2602373921378435,-4.986410371871305,4.7799184714814755,"D2_15:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,15:00,"[0.15,+inf)",60,71,-1.617174887975277,-7.154618132776171,3.8164973303634753,"D2_15:00_[0.15,+inf)_60",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"(-0.05,0.05)",30,39,3.0572020272942235,-0.618428415284418,6.921457382605654,"D2_16:00_(-0.05,0.05)_30",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"(-0.05,0.05)",60,39,7.323140838949496,1.3673494833536828,13.600974150145644,"D2_16:00_(-0.05,0.05)_60",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"(-0.15,-0.05]",30,36,-2.1070837836998737,-8.447244835523797,3.9407639990965833,"D2_16:00_(-0.15,-0.05]_30",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"(-0.15,-0.05]",60,36,-8.836932681489788,-18.8855421993665,0.35687855788755646,"D2_16:00_(-0.15,-0.05]_60",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"(-inf,-0.15]",30,70,1.173849743969676,-3.5885203913087937,5.570251486217593,"D2_16:00_(-inf,-0.15]_30",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"(-inf,-0.15]",60,70,-0.26419847560158344,-7.776522891277058,7.295781355927217,"D2_16:00_(-inf,-0.15]_60",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"[0.05,0.15)",30,39,-4.759793691085467,-9.147954454049154,-0.5878335245680076,"D2_16:00_[0.05,0.15)_30",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"[0.05,0.15)",60,39,-1.0316505584761195,-6.35779964811661,4.149096585206104,"D2_16:00_[0.05,0.15)_60",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"[0.15,+inf)",30,73,3.311427963472299,-2.0589196617491563,8.566706728903698,"D2_16:00_[0.15,+inf)_30",M5_recompute
M5,DISCOVERY_PARTIAL,16:00,"[0.15,+inf)",60,73,4.988726742276374,-2.4853145555566067,12.461414117571405,"D2_16:00_[0.15,+inf)_60",M5_recompute
