date,ret,equity
2023-01-02,-0.0014160586892628228,0.9985839413107371
2023-01-03,-0.0005130464400555915,0.998071621374551
2023-01-04,-0.0025101885351614664,0.9955662734333065
2023-01-05,-0.00034956690840718925,0.995218256408988
2023-01-06,0.004991422375551491,1.000185811082585
2023-01-09,0.0009220561659384315,1.0011080385767779
2023-01-10,0.00021389987290181683,1.0013221754589905
2023-01-11,0.0021194140094627704,1.003444391705644
2023-01-12,0.0030613448999258558,1.0065162810765513
2023-01-13,0.0016811148917057163,1.0082083505854134
2023-01-16,0.0008234189404380298,1.0090385284371932
2023-01-17,0.00036292750235441184,1.0094047362700984
2023-01-18,0.0012016760237797798,1.0106177137399641
2023-01-19,-0.006721643954754214,1.0038247012938364
2023-01-20,0.0006652052426831484,1.0044924507478719
2023-01-23,0.0009470610680292831,1.0054437664411044
2023-01-24,0.0009268572659924016,1.006375669301577
2023-01-25,0.0032062332504659663,1.0096023444349516
2023-01-26,0.0010562125922983553,1.0106686991443576
2023-01-27,0.0014179377763948102,1.0121017644722943
2023-01-30,-4.467615328194042e-05,1.0120565476587278
2023-01-31,-0.002054490876393126,1.009977286715169
2023-02-01,0.0017959186587400058,1.0117911237692845
2023-02-02,0.004010930444758092,1.0158493475913468
2023-02-03,-0.0065502557942277665,1.009195274516224
2023-02-06,-0.004860457934161818,1.0042901233370831
2023-02-07,0.0016103253690836876,1.0059073572006132
2023-02-08,-0.0006454925235698934,1.005258051522136
2023-02-09,0.00024490135911664815,1.0055042405852168
2023-02-10,-0.00012118340711075653,1.0053823901554784
2023-02-13,0.0033987995146547035,1.0087994833351812
2023-02-14,-0.0006316765082774629,1.008162248399996
2023-02-15,-0.002219150057739122,1.0059249850882488
2023-02-16,-3.6178919560193065e-05,1.0058885918091296
2023-02-17,0.0017047019040706394,1.0076033320068696
2023-02-20,0.0,1.0076033320068696
2023-02-22,0.0011751914641788593,1.0087874588419223
2023-02-23,0.0002973313100499244,1.0090874029386216
2023-02-24,-0.001133307843858522,1.0079437962697324
2023-02-27,3.643408682248465e-05,1.0079805197815177
2023-02-28,0.000877130028442839,1.0088646497635037
2023-03-01,0.0007352786177401212,1.0096064463686687
2023-03-02,2.690194034582079e-05,1.0096336067410616
2023-03-03,0.0002350817777446443,1.009870953204205
2023-03-06,0.0016063869988042685,1.0114931967739023
2023-03-07,0.0003392799114493696,1.0118363760961355
2023-03-08,0.002739045465446284,1.0146078419338553
2023-03-09,0.00020243158385914402,1.0148132306062938
2023-03-10,-0.0011722487670678921,1.0136236170479114
2023-03-13,-0.004213520136397688,1.0093526935267518
2023-03-14,0.000853155374501553,1.0102138282020017
2023-03-15,-0.001724756584190219,1.0084714552503702
2023-03-16,0.0010493035883897745,1.0095296479671532
2023-03-17,0.001531575715309352,1.0110758190598645
2023-03-20,0.0015310209609741905,1.0126237973319794
2023-03-21,0.0001564784471739412,1.0127822511313573
2023-03-22,0.0005426703038058291,1.013331857983268
2023-03-23,0.0007646489541617478,1.0141067011286937
2023-03-24,-0.00042599029959789674,1.0136747015112557
2023-03-27,0.003089931744965418,1.0168068871505238
2023-03-28,0.0029530245924469173,1.0198095428940488
2023-03-29,-0.0009706111151121409,1.0188197044164184
2023-03-30,0.00101810691030435,1.019856971797839
2023-03-31,0.0031438919477738947,1.0230632919193554
