cell_id,market,sma_n,rsi_k,dataset,window,rt_cost_bps,n_trades,pf,expectancy_bps,sharpe,net_ann_pct,maxdd_pct,monthly_mean_pct
WIN_SMA200_RSI10,WIN,200,10,real_futures,REALCHECK,1.0,9,0.614570310409516,-26.35119763793873,-0.25593465437080426,-0.7074437365087283,-4.110962647734712,-0.09881020702023578
WIN_SMA200_RSI10,WIN,200,10,real_futures,REALCHECK,2.0,9,0.6025275247078482,-27.35119763793872,-0.26564710303774164,-0.7330354245995596,-4.12375349788473,-0.10256765506890438
WDO_SMA100_RSI5,WDO,100,5,proxy,DISCOVERY,1.5,67,1.1898857763091952,9.36776632665158,0.11494953403611155,0.28926570887206626,-13.023512672536711,0.028666844951928644
WDO_SMA100_RSI5,WDO,100,5,proxy,DISCOVERY,1.0,67,1.2005973791690319,9.867766326651585,0.12108490985719055,0.30693895059852316,-12.944574105382184,0.0301912717313103
WDO_SMA100_RSI5,WDO,100,5,proxy,DISCOVERY,2.0,67,1.1792355698938073,8.86776632665159,0.1088141582150327,0.271594697974642,-13.102383636081013,0.027142434081636947
WDO_SMA100_RSI5,WDO,100,5,proxy,CONFIRM,1.5,11,0.6403837791371154,-26.11159395517479,-0.25589879024606316,-0.49430579019468235,-4.120652871286989,-0.06527898488793756
WDO_SMA100_RSI5,WDO,100,5,proxy,CONFIRM,1.0,11,0.6461623854920131,-25.611593955174786,-0.2509986912577486,-0.48515666803237156,-4.086884412096508,-0.06402898488793718
WDO_SMA100_RSI5,WDO,100,5,proxy,CONFIRM,2.0,11,0.6346412347210724,-26.611593955174797,-0.2607988892343778,-0.5034545299756887,-4.154411139741365,-0.0665289848879369
WDO_SMA100_RSI5,WDO,100,5,real_futures,REALCHECK,1.5,4,2.2000175166216667,36.376345003486826,0.36331944954323286,0.41071259621150435,-1.2125271339669967,0.09094086250871769
WDO_SMA100_RSI5,WDO,100,5,real_futures,REALCHECK,1.0,4,2.221549196409012,36.87634500348684,0.3683133466693517,0.41642727352444453,-1.2075271339669968,0.09219086250871686
WDO_SMA100_RSI5,WDO,100,5,real_futures,REALCHECK,2.0,4,2.178662684472347,35.876345003486826,0.35832555241711417,0.4049979593893305,-1.2175271339669997,0.08969086250871713
WDO_SMA100_RSI10,WDO,100,10,proxy,DISCOVERY,1.5,121,1.30428031506968,12.63096601950548,0.2325624213185884,0.746692255281789,-10.220257867033782,0.06991885787171763
WDO_SMA100_RSI10,WDO,100,10,proxy,DISCOVERY,1.0,121,1.3175678844221876,13.130966019505488,0.24176846387144832,0.778745503182865,-10.12011974664481,0.07267398211980994
WDO_SMA100_RSI10,WDO,100,10,proxy,DISCOVERY,2.0,121,1.2910686391897956,12.130966019505486,0.22335637876572864,0.7146476015648107,-10.355335238738768,0.06716379734164764
WDO_SMA100_RSI10,WDO,100,10,proxy,CONFIRM,1.5,32,1.2151496261175925,10.308439252468236,0.1682146348544703,0.49825468167830067,-6.438197600499833,0.054114245716960586
WDO_SMA100_RSI10,WDO,100,10,proxy,CONFIRM,1.0,32,1.2262492772187465,10.808439252468233,0.176373708732419,0.5250409591316174,-6.395764361345073,0.056782369839433744
WDO_SMA100_RSI10,WDO,100,10,proxy,CONFIRM,2.0,32,1.204114939612879,9.80843925246824,0.1600555609765216,0.4714742038230968,-6.480613741002343,0.05144617159449046
