market,L,F,vol_target,period,rt_bps,net_ann_pct,sharpe,maxdd_pct,pf,monthly_mean_pct,n_trades
WDO,126,5,off,DISCOVERY_2000_2018,1.0,12.377362123970205,0.8397278606362264,-25.405871066476827,1.169903255530974,1.0758558227420112,915
WDO,126,5,off,DISCOVERY_2000_2018,1.5,12.102183942589795,0.8237321163194062,-25.815220012581786,1.1664209618284642,1.055198157681625,915
WDO,126,5,off,DISCOVERY_2000_2018,2.0,11.827665891766204,0.8077311103796752,-26.22234289325036,1.1629479941421383,1.034544513583202,915
WDO,126,5,off,CONFIRM_2019_2024,1.0,2.148730395368781,0.2184909706208476,-30.944009918455993,1.0379665983668862,0.26638895611343916,298
WDO,126,5,off,CONFIRM_2019_2024,1.5,1.8919002967267229,0.20125942724649368,-31.29911298571767,1.034921475957849,0.2453660025336868,298
WDO,126,5,off,CONFIRM_2019_2024,2.0,1.6357031408957168,0.1840285090846172,-31.65240766448254,1.0318847192906466,0.2243472469997565,298
WDO,126,5,off,FULL_2000_2024,1.0,9.821905573862422,0.6949470654895493,-30.944009918456107,1.1354627064901341,0.8801794988110512,1213
WDO,126,5,off,FULL_2000_2024,1.5,9.55124897828501,0.6786570367064618,-31.299112985717436,1.1320925055995268,0.8594331568380298,1213
WDO,126,5,off,FULL_2000_2024,2.0,9.281245940805928,0.6623629991604365,-31.652407664482663,1.1287308963958795,0.8386908782892943,1213
WDO,126,5,10%,DISCOVERY_2000_2018,1.0,11.578392249295,1.0160440939948276,-17.562809013853887,1.1916675713646832,0.9721928774385491,915
WDO,126,5,10%,DISCOVERY_2000_2018,1.5,11.305131622945797,0.9946481674207965,-17.638230679835733,1.18728501905345,0.9515553905014018,915
WDO,126,5,10%,DISCOVERY_2000_2018,2.0,11.032526621116357,0.9732416345213896,-17.907577839616707,1.1829166050103725,0.9309219207948916,915
WDO,126,5,10%,CONFIRM_2019_2024,1.0,1.9265810784039994,0.22651085429154066,-22.918817150739912,1.039212363321559,0.21124501573073218,298
WDO,126,5,10%,CONFIRM_2019_2024,1.5,1.6703064408648327,0.20398499260625202,-23.31508920630584,1.0352461912098188,0.19023307385956922,298
WDO,126,5,10%,CONFIRM_2019_2024,2.0,1.4146633852484936,0.18146116899592832,-23.709343718090548,1.03129535616968,0.1692253279452105,298
WDO,126,5,10%,FULL_2000_2024,1.0,9.171490440358077,0.8287435441087638,-22.918817150739777,1.153110891263657,0.7882768775170801,1213
WDO,126,5,10%,FULL_2000_2024,1.5,8.902407127715083,0.8070623286152845,-23.315089206305895,1.148828075206227,0.7675485360965295,1213
WDO,126,5,10%,FULL_2000_2024,2.0,8.633973646448446,0.7853733598253466,-23.709343718090416,1.144559770092701,0.746824254750833,1213
