test,asset,grid,tf,split,n_round,n_placebo,efeito_round,efeito_placebo,diff,ci_lo,ci_hi,fwd1_round,fwd1_placebo,fwd3_round,fwd3_placebo,n_discarded_rollover_round,n_discarded_rollover_placebo
T5_cross,WIN,g5000,D1,discovery,119,98,-58.110000136674394,-25.120460758183484,-32.98953937849091,-111.35033348007968,39.637188397524255,-21.6341564940798,-7.912397587779749,-38.969776399020496,-29.21505157536308,19,26
T5_cross,WIN,g5000,D1,confirm,24,37,10.761238242633643,-36.781146305646004,47.54238454827965,-37.24358697252417,125.3832897325849,-3.0960632308506733,-18.965539141623992,16.58707856340452,-24.433357684528495,19,26
T5_cross,WDO,g50,D1,discovery,247,251,-16.008074932720127,-17.044814041595085,1.0367391088749578,-37.82082777060359,40.776357380037,-9.29465600322145,-10.666740571168953,-12.614514171215978,-16.61926913763513,143,134
T5_cross,WDO,g50,D1,confirm,92,98,2.0095288994307596,-5.712664867451126,7.722193766881886,-43.601400621454204,58.38208089346061,-1.8987255798894764,4.045798250260354,4.277438443119955,1.5357204618832632,143,134
