config_id,asset,arm,tf,family,split,n_trades,win_rate,pf_gross,pf_net2,pf_net4,pf_net6,exp_gross_bps,exp_net6_bps,avg_hold_bars,pf_net6_ex_top2,pf_net6_ex_top3,pior_ano_pf_net6,max_dd_bps
WDO_A_G2_T2,WDO,A,M15,G2_T2,discovery,111,0.4144144144144144,0.9312457353712729,0.8374785262305152,0.7535785689489748,0.6783661865692946,-1.3323280005042504,-7.3323280005042495,16.243243243243242,0.5616592460293136,0.5157340361683278,0.39707261258227006,859.4572746313266
WDO_A_G2_T2,WDO,A,M15,G2_T2,confirm,38,0.34210526315789475,1.0654534159696207,0.9542029778401158,0.8575416030337188,0.7727761266398379,1.141232888542807,-4.858767111457191,16.657894736842106,0.3494654512728095,0.24798501751929752,0.7727761266398379,503.28351508343
WDO_A_G2_T3,WDO,A,M15,G2_T3,discovery,532,0.33458646616541354,0.7958690551361522,0.6949505092482758,0.6080117511191142,0.5331780898445658,-3.2856991901925854,-9.285699190192584,9.93233082706767,0.5020474051897287,0.4905974453011914,0.4504197701606753,5015.266285989067
WDO_A_G2_T3,WDO,A,M15,G2_T3,confirm,195,0.3333333333333333,0.9615489400263858,0.8216547643311208,0.7054283970866055,0.6079811288578126,-0.4900128373701861,-6.490012837370186,11.312820512820513,0.5210133512831296,0.4841804232339441,0.6079811288578126,1265.7762966908406
WDO_A_G2_T4,WDO,A,M15,G2_T4,discovery,276,0.40217391304347827,0.7912395859357865,0.7237216649758376,0.6621739502306649,0.6061380800863889,-5.266919427521052,-11.266919427521053,21.07246376811594,0.5654772187761317,0.548517052917659,0.2475073503117909,3218.22302899241
WDO_A_G2_T4,WDO,A,M15,G2_T4,confirm,101,0.4158415841584158,0.8859765870813634,0.8015562802264947,0.7255114778371887,0.6570875933970594,-2.4168719541618806,-8.41687195416188,22.435643564356436,0.5365042214066604,0.4894583888568946,0.6570875933970594,1006.3687530745705
WDO_A_G3_T1,WDO,A,M15,G3_T1,discovery,296,0.34121621621621623,0.8252323531571564,0.7321700512716578,0.6509649931438172,0.5799325770372694,-3.1334272623308674,-9.133427262330867,12.442567567567568,0.5298088399422289,0.5090388747594523,0.3851530515900168,2772.0357540536065
WDO_A_G3_T1,WDO,A,M15,G3_T1,confirm,136,0.29411764705882354,0.6799421323190602,0.5942590346573565,0.5205755109398492,0.45768146864222947,-5.474794374881031,-11.47479437488103,13.125,0.3546060068863344,0.3140756265736989,0.45768146864222947,1735.0239583492942
WDO_A_G3_T2,WDO,A,M15,G3_T2,discovery,109,0.42201834862385323,0.8371951624072038,0.7510601883707486,0.673601587882152,0.603967540389167,-3.2535841080947905,-9.253584108094792,15.862385321100918,0.5011382422313174,0.4639370872376682,0.3313896176008788,1052.08221180051
WDO_A_G3_T2,WDO,A,M15,G3_T2,confirm,41,0.36585365853658536,1.1131259195138412,1.0114617151804703,0.921334636809328,0.8408862391774775,2.241657527968692,-3.758342472031308,17.390243902439025,0.4857111695473769,0.40056491120356047,0.8408862391774775,404.7813147965924
