date,level,direction,entry_price,exit_price,exit_reason,gross_bps,net_bps_1.0,net_bps_1.5,net_bps_2.0
2024-01-04,PDL,long,133620.0,133285.95,stop,-24.99999999999913,-25.99999999999913,-26.49999999999913,-26.99999999999913
2024-01-05,PDL,long,132390.0,132220.0,time,-12.840849006722562,-13.840849006722562,-14.340849006722562,-14.840849006722562
2024-01-10,PDL,long,132360.0,132492.36,tp,9.999999999998945,8.999999999998945,8.499999999998945,7.999999999998945
2024-01-11,PDL,long,131595.0,131726.59499999997,tp,9.999999999997877,8.999999999997877,8.499999999997877,7.999999999997877
2024-01-12,PDH,short,132430.0,132297.57,tp,9.999999999999472,8.999999999999472,8.499999999999472,7.999999999999472
2024-01-15,PDL,long,131380.0,131511.37999999998,tp,9.99999999999814,8.99999999999814,8.49999999999814,7.99999999999814
2024-01-16,PDL,long,131260.0,131391.25999999998,tp,9.999999999998494,8.999999999998494,8.499999999998494,7.999999999998494
2024-01-17,PDL,long,130015.0,130145.01499999998,tp,9.999999999998836,8.999999999998836,8.499999999998836,7.9999999999988365
2024-01-18,PDH,short,130165.0,130034.835,tp,9.999999999999508,8.999999999999508,8.499999999999508,7.999999999999508
2024-01-18,PDL,long,128980.0,129108.97999999998,tp,9.999999999998556,8.999999999998556,8.499999999998556,7.999999999998556
2024-01-19,PDL,long,128040.0,128168.03999999998,tp,9.999999999998362,8.999999999998362,8.499999999998362,7.999999999998362
2024-01-22,PDL,long,127295.0,127422.29499999998,tp,9.99999999999872,8.99999999999872,8.49999999999872,7.999999999998719
2024-01-23,PDH,short,128645.0,128840.0,time,-15.157992926269968,-16.15799292626997,-16.65799292626997,-17.15799292626997
2024-01-24,PDH,short,129155.0,129025.845,tp,9.99999999999991,8.99999999999991,8.49999999999991,7.999999999999909
2024-01-26,PDH,short,129315.0,129638.28749999999,stop,-24.999999999999325,-25.999999999999325,-26.499999999999325,-26.999999999999325
2024-01-26,PDL,long,128400.0,128528.39999999998,tp,9.999999999998414,8.999999999998414,8.499999999998414,7.999999999998414
2024-01-29,PDL,long,128370.0,128498.36999999998,tp,9.999999999998504,8.999999999998504,8.499999999998504,7.999999999998504
2024-01-30,PDL,long,128320.0,128448.31999999999,tp,9.99999999999941,8.99999999999941,8.49999999999941,7.99999999999941
2024-01-31,PDH,short,129260.0,129130.74,tp,9.999999999999595,8.999999999999595,8.499999999999595,7.999999999999595
2024-02-02,PDH,short,128950.0,128821.05,tp,9.999999999999774,8.999999999999774,8.499999999999774,7.999999999999774
2024-02-02,PDL,long,127545.0,127672.54499999998,tp,9.999999999998723,8.999999999998723,8.499999999998723,7.999999999998723
2024-02-05,PDL,long,126860.0,126986.85999999999,tp,9.999999999998899,8.999999999998899,8.499999999998899,7.999999999998899
2024-02-06,PDH,short,128075.0,127946.925,tp,9.999999999999773,8.999999999999773,8.499999999999773,7.999999999999773
2024-02-08,PDL,long,129555.0,129684.55499999998,tp,9.999999999998337,8.999999999998337,8.499999999998337,7.999999999998337
2024-02-09,PDL,long,127955.0,128082.95499999999,tp,9.999999999998998,8.999999999998998,8.499999999998998,7.999999999998998
2024-02-15,PDH,short,129770.0,129640.23,tp,10.000000000000314,9.000000000000314,8.500000000000314,8.000000000000314
2024-02-16,PDH,short,129925.0,129795.075,tp,10.000000000000224,9.000000000000224,8.500000000000224,8.000000000000224
2024-02-20,PDL,long,130085.0,130215.08499999999,tp,9.999999999999373,8.999999999999373,8.499999999999373,7.999999999999373
2024-02-20,PDH,short,131065.0,131392.6625,stop,-25.000000000000444,-26.000000000000444,-26.500000000000444,-27.000000000000444
2024-02-22,PDH,short,132245.0,132112.755,tp,9.999999999999648,8.999999999999648,8.499999999999648,7.999999999999648
2024-02-23,PDL,long,131820.0,131951.81999999998,tp,9.999999999998321,8.999999999998321,8.499999999998321,7.999999999998321
2024-02-26,PDL,long,130860.0,130990.85999999999,tp,9.999999999998934,8.999999999998934,8.499999999998934,7.999999999998934
2024-02-28,PDL,long,131830.0,131961.83,tp,9.999999999999028,8.999999999999028,8.499999999999028,7.999999999999028
2024-02-29,PDL,long,131420.0,131091.45,stop,-24.999999999999115,-25.999999999999115,-26.499999999999115,-26.999999999999115
2024-03-01,PDL,long,130270.0,130400.26999999999,tp,9.999999999999195,8.999999999999195,8.499999999999195,7.999999999999195
2024-03-04,PDL,long,130230.0,130360.22999999998,tp,9.999999999998568,8.999999999998568,8.499999999998568,7.999999999998568
2024-03-05,PDL,long,129740.0,129869.73999999999,tp,9.999999999999282,8.999999999999282,8.499999999999282,7.999999999999282
2024-03-06,PDH,short,130520.0,130389.48,tp,10.000000000000313,9.000000000000313,8.500000000000313,8.000000000000313
2024-03-07,PDL,long,129880.0,130009.87999999999,tp,9.99999999999924,8.99999999999924,8.49999999999924,7.99999999999924
2024-03-12,PDH,short,128240.0,128111.76,tp,10.000000000000409,9.000000000000409,8.500000000000409,8.000000000000409
2024-03-13,PDH,short,129325.0,129195.675,tp,9.999999999999774,8.999999999999774,8.499999999999774,7.999999999999774
2024-03-14,PDL,long,128480.0,128608.47999999998,tp,9.999999999998549,8.999999999998549,8.499999999998549,7.999999999998549
2024-03-15,PDL,long,128270.0,128398.26999999999,tp,9.999999999999183,8.999999999999183,8.499999999999183,7.999999999999183
2024-03-18,PDL,long,127460.0,127587.45999999999,tp,9.99999999999936,8.99999999999936,8.49999999999936,7.9999999999993605
2024-03-19,PDH,short,128580.0,128451.42,tp,10.000000000000137,9.000000000000137,8.500000000000137,8.000000000000137
2024-03-20,PDH,short,128975.0,129090.0,time,-8.916456677650707,-9.916456677650707,-10.416456677650707,-10.916456677650707
2024-03-22,PDL,long,128830.0,128507.925,stop,-24.999999999999776,-25.999999999999776,-26.499999999999776,-26.999999999999776
2024-03-25,PDL,long,127625.0,127305.9375,stop,-25.0,-26.0,-26.5,-27.0
2024-03-26,PDL,long,127295.0,127422.29499999998,tp,9.99999999999872,8.99999999999872,8.49999999999872,7.999999999998719
2024-03-27,PDL,long,127105.0,127232.10499999998,tp,9.999999999998535,8.999999999998535,8.499999999998535,7.9999999999985345
2024-03-27,PDH,short,127940.0,128259.84999999999,stop,-24.999999999999318,-25.999999999999318,-26.499999999999318,-26.999999999999318
2024-03-28,PDH,short,128480.0,128351.52,tp,9.999999999999684,8.999999999999684,8.499999999999684,7.999999999999684
2024-04-01,PDH,short,129015.0,128885.985,tp,9.999999999999954,8.999999999999954,8.499999999999954,7.999999999999954
2024-04-01,PDL,long,127815.0,127770.0,time,-3.520713531275672,-4.520713531275672,-5.020713531275672,-5.520713531275672
2024-04-02,PDL,long,127305.0,127432.305,tp,9.999999999999451,8.999999999999451,8.499999999999451,7.999999999999451
2024-04-03,PDL,long,127085.0,127212.08499999999,tp,9.999999999999359,8.999999999999359,8.499999999999359,7.999999999999359
2024-04-03,PDH,short,128160.0,128031.84,tp,10.000000000000274,9.000000000000274,8.500000000000274,8.000000000000274
2024-04-04,PDH,short,128210.0,128530.525,stop,-24.999999999999545,-25.999999999999545,-26.499999999999545,-26.999999999999545
2024-04-05,PDL,long,127555.0,127682.555,tp,9.999999999999451,8.999999999999451,8.499999999999451,7.999999999999451
2024-04-08,PDH,short,128400.0,128271.6,tp,9.999999999999547,8.999999999999547,8.499999999999547,7.999999999999547
2024-04-09,PDH,short,129565.0,129435.435,tp,10.00000000000018,9.00000000000018,8.50000000000018,8.00000000000018
2024-04-10,PDH,short,130385.0,130710.9625,stop,-24.999999999999552,-25.999999999999552,-26.499999999999552,-26.999999999999552
2024-04-10,PDL,long,129235.0,129364.23499999999,tp,9.999999999998918,8.999999999998918,8.499999999998918,7.999999999998918
2024-04-11,PDL,long,127915.0,128042.91499999998,tp,9.99999999999836,8.99999999999836,8.49999999999836,7.99999999999836
2024-04-12,PDL,long,127160.0,127287.15999999999,tp,9.999999999999131,8.999999999999131,8.499999999999131,7.999999999999131
2024-04-15,PDL,long,125725.0,125850.72499999999,tp,9.999999999999305,8.999999999999305,8.499999999999305,7.9999999999993054
2024-04-16,PDL,long,125075.0,124762.3125,stop,-25.0,-26.0,-26.5,-27.0
2024-04-18,PDL,long,125280.0,125405.27999999998,tp,9.999999999998744,8.999999999998744,8.499999999998744,7.999999999998744
2024-04-19,PDH,short,126820.0,126693.18,tp,10.00000000000055,9.00000000000055,8.50000000000055,8.00000000000055
2024-04-22,PDH,short,127170.0,127042.83,tp,9.999999999999863,8.999999999999863,8.499999999999863,7.999999999999863
2024-04-23,PDL,long,126125.0,125809.6875,stop,-25.0,-26.0,-26.5,-27.0
2024-04-25,PDL,long,126005.0,126131.00499999999,tp,9.999999999999215,8.999999999999215,8.499999999999215,7.999999999999215
2024-04-26,PDH,short,127255.0,127573.1375,stop,-24.99999999999977,-25.99999999999977,-26.49999999999977,-26.99999999999977
2024-04-29,PDH,short,128250.0,128121.75,tp,10.0,9.0,8.5,8.0
2024-04-30,PDL,long,127720.0,127847.71999999999,tp,9.999999999998954,8.999999999998954,8.499999999998954,7.999999999998954
2024-05-02,PDH,short,128620.0,128491.38,tp,9.999999999999638,8.999999999999638,8.499999999999638,7.999999999999638
2024-05-03,PDH,short,129035.0,129357.5875,stop,-24.99999999999955,-25.99999999999955,-26.49999999999955,-26.99999999999955
2024-05-06,PDH,short,130315.0,130184.685,tp,10.000000000000178,9.000000000000178,8.500000000000178,8.000000000000178
2024-05-07,PDH,short,130485.0,130354.515,tp,10.000000000000044,9.000000000000044,8.500000000000044,8.000000000000044
2024-05-08,PDL,long,129600.0,129729.59999999999,tp,9.999999999999325,8.999999999999325,8.499999999999325,7.999999999999325
2024-05-09,PDL,long,129150.0,129279.14999999998,tp,9.99999999999842,8.99999999999842,8.49999999999842,7.999999999998421
2024-05-10,PDH,short,129670.0,129540.33,tp,9.999999999999865,8.999999999999865,8.499999999999865,7.999999999999865
2024-05-14,PDL,long,128650.0,128778.64999999998,tp,9.999999999998417,8.999999999998417,8.499999999998417,7.999999999998417
2024-05-14,PDH,short,129720.0,129590.28,tp,10.000000000000089,9.000000000000089,8.500000000000089,8.000000000000089
2024-05-15,PDL,long,128510.0,128188.725,stop,-24.999999999999545,-25.999999999999545,-26.499999999999545,-26.999999999999545
2024-05-16,PDH,short,129300.0,129170.7,tp,10.000000000000226,9.000000000000226,8.500000000000226,8.000000000000226
2024-05-17,PDL,long,128700.0,128828.69999999998,tp,9.999999999998643,8.999999999998643,8.499999999998643,7.999999999998643
2024-05-20,PDL,long,128420.0,128548.41999999998,tp,9.999999999998732,8.999999999998732,8.499999999998732,7.999999999998732
2024-05-20,PDH,short,129375.0,129245.625,tp,10.0,9.0,8.5,8.0
2024-05-21,PDL,long,128165.0,128293.16499999998,tp,9.999999999998366,8.999999999998366,8.499999999998366,7.999999999998366
2024-05-22,PDL,long,127865.0,127992.86499999999,tp,9.999999999999272,8.999999999999272,8.499999999999272,7.999999999999272
2024-05-23,PDL,long,125600.0,125725.59999999999,tp,9.999999999999304,8.999999999999304,8.499999999999304,7.999999999999304
2024-05-24,PDL,long,124970.0,125015.0,time,3.6008642074097783,2.6008642074097783,2.1008642074097783,1.6008642074097783
2024-05-28,PDH,short,125085.0,125195.0,time,-8.794020066354879,-9.794020066354879,-10.294020066354879,-10.794020066354879
2024-05-28,PDL,long,124550.0,124674.54999999999,tp,9.999999999999066,8.999999999999066,8.499999999999066,7.999999999999066
2024-05-29,PDL,long,123840.0,123530.40000000001,stop,-24.999999999999293,-25.999999999999293,-26.499999999999293,-26.999999999999293
2024-05-31,PDL,long,122865.0,122987.86499999999,tp,9.999999999999241,8.999999999999241,8.499999999999241,7.9999999999992415
2024-06-03,PDL,long,122215.0,122337.21499999998,tp,9.999999999998524,8.999999999998524,8.499999999998524,7.999999999998524
2024-06-04,PDL,long,121730.0,121851.72999999998,tp,9.999999999998469,8.999999999998469,8.499999999998469,7.999999999998469
2024-06-05,PDH,short,122260.0,122137.74,tp,9.99999999999957,8.99999999999957,8.49999999999957,7.99999999999957
2024-06-06,PDL,long,121410.0,121531.40999999999,tp,9.999999999999089,8.999999999999089,8.499999999999089,7.999999999999089
2024-06-06,PDH,short,122380.0,122257.62,tp,10.00000000000038,9.00000000000038,8.50000000000038,8.00000000000038
2024-06-07,PDL,long,121385.0,121506.38499999998,tp,9.99999999999837,8.99999999999837,8.49999999999837,7.999999999998369
2024-06-11,PDL,long,120515.0,120635.51499999998,tp,9.999999999998744,8.999999999998744,8.499999999998744,7.999999999998744
2024-06-11,PDH,short,121500.0,121378.5,tp,10.0,9.0,8.5,8.0
2024-06-12,PDH,short,121880.0,122184.7,stop,-24.999999999999762,-25.999999999999762,-26.499999999999762,-26.999999999999762
2024-06-13,PDL,long,121325.0,121446.32499999998,tp,9.999999999998561,8.999999999998561,8.499999999998561,7.999999999998561
2024-06-14,PDL,long,121025.0,121146.02499999998,tp,9.999999999998318,8.999999999998318,8.499999999998318,7.999999999998318
2024-06-17,PDL,long,120590.0,120710.58999999998,tp,9.999999999998504,8.999999999998504,8.499999999998504,7.999999999998504
2024-06-18,PDL,long,120395.0,120515.39499999999,tp,9.999999999999131,8.999999999999131,8.499999999999131,7.999999999999131
2024-06-19,PDH,short,121845.0,122149.61249999999,stop,-24.999999999999048,-25.999999999999048,-26.499999999999048,-26.999999999999048
2024-06-20,PDH,short,122750.0,122627.25,tp,10.0,9.0,8.5,8.0
2024-06-21,PDL,long,121770.0,121891.76999999999,tp,9.999999999999138,8.999999999999138,8.499999999999138,7.9999999999991385
2024-06-24,PDH,short,123250.0,123126.75,tp,10.0,9.0,8.5,8.0
2024-06-26,PDL,long,123520.0,123643.51999999999,tp,9.999999999999153,8.999999999999153,8.499999999999153,7.999999999999153
2024-06-27,PDH,short,124370.0,124680.92499999999,stop,-24.999999999999062,-25.999999999999062,-26.499999999999062,-26.999999999999062
2024-06-28,PDH,short,126000.0,125874.0,tp,10.0,9.0,8.5,8.0
2024-07-01,PDH,short,126120.0,125993.88,tp,9.999999999999632,8.999999999999632,8.499999999999632,7.999999999999632
2024-07-02,PDH,short,126715.0,126588.285,tp,9.999999999999725,8.999999999999725,8.499999999999725,7.999999999999725
2024-07-03,PDH,short,126950.0,126823.05,tp,9.99999999999977,8.99999999999977,8.49999999999977,7.999999999999771
2024-07-04,PDH,short,128000.0,127872.0,tp,10.0,9.0,8.5,8.0
2024-07-05,PDL,long,127370.0,127497.36999999998,tp,9.999999999998492,8.999999999998492,8.499999999998492,7.999999999998492
2024-07-09,PDH,short,127845.0,127717.155,tp,10.00000000000009,9.00000000000009,8.50000000000009,8.00000000000009
2024-07-10,PDH,short,128600.0,128471.4,tp,10.000000000000453,9.000000000000453,8.500000000000453,8.000000000000453
2024-07-11,PDH,short,129045.0,128915.955,tp,9.999999999999863,8.999999999999863,8.499999999999863,7.999999999999863
