date,level,direction,entry_price,exit_price,exit_reason,gross_bps,net_bps_1.0,net_bps_1.5,net_bps_2.0
2023-01-03,PDL,long,107265.0,107372.26499999998,tp,9.999999999998588,8.999999999998588,8.499999999998588,7.999999999998588
2023-01-05,PDH,short,107070.0,107337.67499999999,stop,-24.999999999998913,-25.999999999998913,-26.499999999998913,-26.999999999998913
2023-01-06,PDH,short,109270.0,109160.73,tp,10.000000000000373,9.000000000000373,8.500000000000373,8.000000000000373
2023-01-09,PDL,long,108845.0,108953.84499999999,tp,9.99999999999877,8.99999999999877,8.49999999999877,7.999999999998771
2023-01-09,PDH,short,110815.0,110704.185,tp,10.000000000000211,9.000000000000211,8.500000000000211,8.000000000000211
2023-01-10,PDH,short,111295.0,111573.23749999999,stop,-24.999999999998956,-25.999999999998956,-26.499999999998956,-26.999999999998956
2023-01-11,PDH,short,112495.0,112382.505,tp,9.999999999999586,8.999999999999586,8.499999999999586,7.999999999999586
2023-01-12,PDL,long,111755.0,111866.75499999999,tp,9.999999999999115,8.999999999999115,8.499999999999115,7.999999999999115
2023-01-13,PDL,long,111695.0,111806.69499999999,tp,9.999999999999321,8.999999999999321,8.499999999999321,7.999999999999321
2023-01-16,PDL,long,111405.0,111516.40499999998,tp,9.999999999998588,8.999999999998588,8.499999999998588,7.999999999998588
2023-01-17,PDH,short,111640.0,111528.36,tp,9.999999999999948,8.999999999999948,8.499999999999948,7.9999999999999485
2023-01-19,PDL,long,112825.0,112542.9375,stop,-25.0,-26.0,-26.5,-27.0
2023-01-23,PDL,long,112545.0,112657.54499999998,tp,9.999999999998552,8.999999999998552,8.499999999998552,7.999999999998552
2023-01-25,PDH,short,114000.0,113886.0,tp,10.0,9.0,8.5,8.0
2023-01-26,PDH,short,115295.0,115179.705,tp,9.999999999999849,8.999999999999849,8.499999999999849,7.999999999999849
2023-01-27,PDL,long,114270.0,114384.26999999999,tp,9.999999999999083,8.999999999999083,8.499999999999083,7.999999999999083
2023-01-30,PDL,long,112625.0,112737.62499999999,tp,9.999999999998709,8.999999999998709,8.499999999998709,7.999999999998709
2023-01-31,PDH,short,113625.0,113909.0625,stop,-25.0,-26.0,-26.5,-27.0
2023-02-01,PDL,long,112490.0,112602.48999999999,tp,9.999999999999172,8.999999999999172,8.499999999999172,7.999999999999172
2023-02-02,PDL,long,111155.0,111266.15499999998,tp,9.999999999998586,8.999999999998586,8.499999999998586,7.999999999998586
2023-02-03,PDL,long,110100.0,109824.75,stop,-25.0,-26.0,-26.5,-27.0
2023-02-06,PDL,long,108465.0,108193.83750000001,stop,-24.999999999999194,-25.999999999999194,-26.499999999999194,-26.999999999999194
2023-02-07,PDH,short,109260.0,109150.74,tp,9.99999999999952,8.99999999999952,8.49999999999952,7.99999999999952
2023-02-07,PDL,long,107700.0,107807.69999999998,tp,9.999999999998378,8.999999999998378,8.499999999998378,7.999999999998378
2023-02-08,PDH,short,109695.0,109585.305,tp,10.000000000000638,9.000000000000638,8.500000000000638,8.000000000000638
2023-02-09,PDH,short,110485.0,110374.515,tp,10.000000000000052,9.000000000000052,8.500000000000052,8.000000000000052
2023-02-09,PDL,long,108450.0,108558.44999999998,tp,9.999999999998389,8.999999999998389,8.499999999998389,7.999999999998389
2023-02-10,PDL,long,107920.0,108027.91999999998,tp,9.999999999998488,8.999999999998488,8.499999999998488,7.999999999998488
