date,instrument,year,weekday,n_bars_day,is_fixing_eom,eom_offset,is_roll,ret_day,w1000_bar_missing,ret_into_10:00,ret_during_10:00,ret_after_10:00,tr_10:00,volu_10:00,tr_viz_media_10:00,volu_viz_media_10:00,absret_viz_media_10:00,w1100_bar_missing,ret_into_11:00,ret_during_11:00,ret_after_11:00,tr_11:00,volu_11:00,tr_viz_media_11:00,volu_viz_media_11:00,absret_viz_media_11:00,w1200_bar_missing,ret_into_12:00,ret_during_12:00,ret_after_12:00,tr_12:00,volu_12:00,tr_viz_media_12:00,volu_viz_media_12:00,absret_viz_media_12:00,w1300_bar_missing,ret_into_13:00,ret_during_13:00,ret_after_13:00,tr_13:00,volu_13:00,tr_viz_media_13:00,volu_viz_media_13:00,absret_viz_media_13:00,ret_am_prefix,ret_pos_fix
2021-08-03,WIN,2021,Tuesday,36,False,other,False,8.115565654920331e-05,False,0.000733556117042955,-0.0012624205896726304,0.00024464831804271725,675.0,265883,567.5,183353.5,0.0031306755638796924,False,-0.010959462212263182,-0.0028835063437139263,0.0031397174254317317,715.0,295332,1025.0,277605.0,0.007097586818949009,False,0.0014405070584846413,0.003698832812756958,0.0033985750552780747,610.0,205944,447.5,174924.0,0.0014596274869295156,False,0.0038458391293674232,-0.00012226931855230383,-0.00024457850970160955,285.0,112975,430.0,150289.0,0.000877124941109364,-0.004544716766758605,0.004646991684330581
2021-08-04,WIN,2021,Wednesday,36,False,other,False,-0.00981903757201985,False,-8.108984755106352e-05,-0.0029600194631417276,-0.00020333468889788264,720.0,318609,605.0,253127.0,0.00028407464569035756,False,-0.0017892724980683727,-0.001059192569356715,-0.004648886713971123,580.0,285603,710.0,280951.5,0.0029748286941252977,False,0.0004915011263566527,-0.0014737790150243235,-0.00401804018040175,425.0,153999,595.0,194929.0,0.002480237560487708,False,8.234519104077798e-05,0.0025524907369287586,-0.0011087385019711293,395.0,114444,442.5,125054.5,0.0003080843441587433,-0.011928913413941422,0.002135348226018463
2021-08-05,WIN,2021,Thursday,36,False,other,False,-0.01744421906693716,False,-0.0012945507504349418,0.0005265929436546468,0.0003643577183110036,375.0,211864,487.5,208202.5,0.001862272782478469,False,0.002802485682953604,0.0023086269744836407,-0.0052937848541178,520.0,208068,490.0,231760.5,0.001778624446390653,False,-0.0005268276868212185,-0.003243725418643262,-0.000325428141398576,640.0,172849,432.5,175850.0,0.001219086340661979,False,-0.0010174181995767917,-0.0007740253391452789,-0.0008154278957883676,545.0,189294,372.5,118261.0,0.0013035299276347168,-0.004989858012170334,-0.012516818200350666
2021-08-06,WIN,2021,Friday,36,False,other,False,0.012755102040816313,False,0.0039130076612570175,0.0029540885405983097,8.181632235637615e-05,450.0,230622,532.5,196477.0,0.001882204949048616,False,-0.003383611903791328,0.0006953818464432437,-0.0001226291693917636,305.0,196500,602.5,227860.0,0.0018394375408763985,False,0.0037334865020104413,-0.00012262415695896145,0.00265729119823388,325.0,143085,300.0,134466.0,0.00038837332897267984,False,0.005801838610827392,-0.00109680302230164,0.0010980073200488327,270.0,111698,437.5,126534.0,0.0020381753209621767,0.011767610269914464,0.0009760065067101475
2021-08-09,WIN,2021,Monday,36,False,other,False,0.004204081632652956,False,-0.0001634521085321916,0.002860879516102699,0.0049716777374790855,430.0,221350,455.0,199251.5,0.002771972704541381,False,0.001906461688232719,-0.0057894736842105665,-0.0006922669707212226,770.0,234182,305.0,204041.5,0.0008518045727057277,False,-0.0033794788273615595,0.00408546799035836,0.00048826138259339125,595.0,158688,440.0,177161.0,0.0026466509344630906,False,-0.0013389596689118433,0.00024377361556893185,-0.0013404281246192085,210.0,95308,275.0,108606.0,0.0007317373042362574,0.004857142857142893,-0.0006499045452699193
2021-08-10,WIN,2021,Tuesday,36,False,other,False,-0.006772924524475754,False,0.00024336821611092851,0.001743714517437045,-0.003845686758693234,440.0,272535,260.0,174236.5,0.0011338224080843506,False,4.054821182375434e-05,-0.0009325710578599322,0.00016233107422580773,295.0,196069,487.5,237732.0,0.0017262642851741394,False,0.003413107959855388,0.0006883984612269245,-0.002023308514082278,290.0,149268,400.0,151801.0,0.002026058801573527,False,-0.0010542535074202775,8.118201006657166e-05,-0.0015423955838779202,305.0,127977,200.0,99039.0,0.001054767828002956,-0.0008111286855659872,-0.005966635548159238
2021-08-11,WIN,2021,Wednesday,36,False,other,False,-0.004848237930332067,False,0.004550485795105086,-0.00461149200130595,-0.004755852568570362,845.0,329603,285.0,202253.5,0.0011261658402473285,False,-0.002874389192296656,-0.0012354321953630398,-0.0012781923885705204,485.0,234336,305.0,195516.0,0.0004534026665264368,False,0.0010313956846403904,0.0013188262446421906,0.004939084622983314,380.0,171421,460.0,143426.5,0.0022045863111188613,False,0.002257521651684913,0.00032762716029166583,0.002128791910590788,270.0,134507,290.0,129897.0,0.0007778462571844669,-0.00480749643511913,-4.093830597284853e-05
2021-08-12,WIN,2021,Thursday,36,False,other,False,-0.013808317673012493,False,-0.0013124974365283926,-0.0032034169781099964,0.00028841003666935094,515.0,248311,382.5,180641.0,0.0013173685765502374,False,-0.0016446692159040044,0.0006589514435155763,-0.006091286990163369,260.0,169403,497.5,202586.0,0.0024077368646965303,False,0.0009097675957323581,0.0016939348867954784,0.0006599026643570038,290.0,127027,350.0,139410.5,0.0015923637587941242,False,0.0003296522169111693,0.0030894710825506433,-0.00032852860252141625,445.0,124181,242.5,107975.0,0.00039118221079226245,-0.0051883323800964165,-0.008664941891503464
2021-08-13,WIN,2021,Friday,36,False,other,False,0.0025229547522540585,False,0.004223952294185818,-0.001938144329896918,-0.003718547287526297,350.0,240923,290.0,168536.5,0.0007846609730043919,False,-0.005501096083054158,0.0015804358675761687,-0.001827090773191542,680.0,272599,505.0,240671.0,0.0026972695927188206,False,0.0026227051330085516,0.0023667164922769324,-0.000538502961766274,350.0,139235,270.0,144605.5,0.0010811770321584868,False,0.0012838033710191876,0.0008685581933989273,-0.0003305921732302819,200.0,96838,300.0,115367.5,0.0020279171032452914,0.0008685581933989273,0.0016529608661515205
2021-08-16,WIN,2021,Monday,36,False,other,False,-0.007631688096225608,False,0.003204061251664392,0.0002903480028204619,-0.005556477027699458,285.0,211588,242.5,130881.5,0.0008931437379876561,False,-0.007423381578401722,8.356313194624043e-05,-0.0006266711229946376,215.0,165189,400.0,219023.0,0.0021704965918066255,False,0.0006281144005695349,-0.001548376297288212,-0.0025147742990067057,505.0,201533,335.0,156797.0,0.001842864228229879,False,0.0007144358058415179,-0.00041995632454228105,-0.00042015041384813046,280.0,127954,332.5,131855.5,0.0012814834780056072,-0.012816258813770243,0.005251880173102075
2021-08-17,WIN,2021,Tuesday,36,False,other,False,-0.0181452457779826,False,-0.0005466778805719441,-0.004586190937013512,0.0033813770658099873,615.0,299741,380.0,198694.0,0.0017303707591208028,False,0.00021154171602644212,0.003933843746034338,-0.0015590106602620946,560.0,256824,590.0,241094.5,0.0024433380394761617,False,-0.003668564199873492,-0.0004232266802098872,-0.002159369972055236,335.0,189240,497.5,164759.0,0.0021545616279690094,False,-0.0046511627906976605,0.0011894647408665637,-0.006619425467815132,295.0,119629,472.5,173219.0,0.0028429583739975617,-0.012404140300884214,-0.005813213391606897
2021-08-18,WIN,2021,Wednesday,36,False,other,True,-0.01623349314492384,False,0.0005495899213663336,-0.003802763341361426,-0.002460128944689499,685.0,266423,382.5,178614.5,0.0017371578853728753,False,0.005692680232805225,-0.005407003759557272,-0.0010193246973879688,800.0,255820,752.5,254952.0,0.004166021422917221,False,0.0025528655916267073,-0.0019946526333658454,0.0010206251328939153,565.0,198474,507.5,178756.0,0.0030191215430535046,False,-0.0006775354647470255,-0.0014407390143650334,0.0021642266072565697,480.0,143456,390.0,128118.5,0.0014442473486876994,-0.008957860206913915,-0.007341396138340728
2021-08-19,WIN,2021,Thursday,36,False,other,False,0.024652777777777857,False,-0.002204071048878542,0.005760568260568366,0.0011626905520627506,845.0,276248,430.0,206814.0,0.00023767974240329615,False,0.0024119217848221908,0.0004296640027499077,-0.005540523128462871,520.0,256692,545.0,250200.0,0.0015899274301482968,False,0.0009468881811138807,0.00042999656002762343,0.0023639645835125123,595.0,236375,532.5,199576.5,0.002267114933174663,False,0.005200051570759312,-0.0005557930739632511,0.0032936949268542737,425.0,145567,400.0,151008.5,0.0023134709189081004,0.014670138888888795,0.00983830952177267
2021-08-20,WIN,2021,Friday,36,False,other,False,0.014111527967257897,False,-0.004775712092785267,0.00252784918594684,0.0017521367521367015,715.0,274311,380.0,188519.5,0.0016665534467431575,False,0.0030362641122134715,-0.0004689831592411542,0.00435097897026826,445.0,232357,542.5,267920.5,0.0008531586078635023,False,0.0031530955728833465,0.003992694219088433,-0.0008461310657020826,675.0,188564,412.5,152705.5,0.001121288971161316,False,0.0015263938944243272,0.001778078828161389,0.0032962853399822745,320.0,149081,420.0,137553.5,0.001775128655443381,0.008825034106412,0.005240248489202459
2021-08-23,WIN,2021,Monday,36,False,other,False,-0.01039396479463539,False,-0.002850316468960945,-0.0006725797637563424,-0.002650065200016871,445.0,293475,407.5,205341.0,0.002353374552898524,False,0.0010124873439081306,-0.001980782198246822,0.000886786875554213,350.0,240412,335.0,223314.0,0.00044290276720571065,False,0.002195667778575272,-0.001980198019801982,-0.0036306834972770208,450.0,243680,417.5,182324.0,0.0027225717838147423,False,8.477449983046448e-05,-0.0002543019411714864,0.0013990164490418344,185.0,91968,300.0,123431.0,0.0005934403983206549,-0.011399832355406536,0.0010174665083941825
2021-08-24,WIN,2021,Tuesday,36,False,other,False,0.019888991674375633,False,0.0004606943920928419,0.0010046885465506694,0.005896620943459441,270.0,193235,232.5,143653.0,0.0010247171140865818,False,0.00346482988937602,0.0017888343456193834,0.002865329512893977,435.0,216519,327.5,180400.5,0.002076688290339246,False,0.0006620598336575245,0.0004962163503288153,0.0,185.0,102865,342.5,134350.0,0.0008692263417294788,False,-0.0015298738887740138,0.0010352824250454695,-4.137018037397855e-05,295.0,134777,317.5,120836.0,0.001964218340382795,0.016398957194516894,0.0034337249710407747
2021-08-25,WIN,2021,Wednesday,36,False,other,False,0.0020223698873251816,False,0.00012458471760790069,-0.0007889382552007662,-0.0021609042553191182,375.0,270931,387.5,202416.0,0.0018232928620307565,False,-8.317391665968454e-05,0.0015388454500082638,0.0017441136165441407,320.0,226926,302.5,176588.5,0.000956959438141447,False,0.0002908788697277842,0.001329345297440998,-0.0012446583412852874,350.0,163521,320.0,151038.0,0.0011400596751836023,False,-0.0007466710913842656,-0.0022416870770891606,0.002413147493238954,365.0,107374,222.5,95079.0,0.001143639348628156,-0.008006933839613706,0.01011025587684622
2021-08-26,WIN,2021,Thursday,36,False,D-3,False,-0.012185047501032664,False,-0.0023548853542656456,0.002236210038098374,-0.0007024212874968683,420.0,191735,227.5,162463.5,0.0007237586574187493,False,0.0046734769841598744,0.0002058290795323714,-0.0047328998271463085,340.0,196878,655.0,255239.5,0.004084600906670011,False,-0.0026852846401718145,-0.0023197050660701546,-0.002034461282956146,535.0,225173,370.0,158859.0,0.0013458542202997026,False,0.0007896267974398796,0.00016610605871858475,0.0,415.0,144290,277.5,95141.5,0.0012267211157025448,-0.005121850475010348,-0.007099559910321296
2021-08-27,WIN,2021,Friday,36,False,D-2,False,0.007209234487644212,False,0.00191978631943579,-0.0006248177614862627,0.0017089741986577867,495.0,238853,245.0,144813.0,0.0006251823665637257,False,0.0017071952031979531,0.003491707195410809,-0.0006627728760200124,620.0,233053,337.5,185389.0,0.0008722379039675654,False,0.0003316199635217121,-0.0006630200563566557,0.002197711063194552,335.0,134852,245.0,116185.0,0.0004146083222971164,False,0.0019478635666625443,-0.00045499669093318484,0.0016139044072005504,150.0,83161,207.5,97340.5,0.0003310333434960455,0.007000875109388627,0.00020691082143597939
2021-08-30,WIN,2021,Monday,36,False,D-1,False,-0.004045574636723948,False,-0.0016975819807882875,0.0032350379494836545,-0.008102856670387348,440.0,193541,280.0,135521.5,0.0019234166445258882,False,-0.005058252829719279,0.001333500020835876,0.0007490636704119424,315.0,208232,207.5,142927.0,0.0002914308877611793,False,0.003951747088186464,-0.0001657344106069658,0.001906261655132413,235.0,147115,350.0,127762.5,0.002306167884693955,False,0.000745218183323626,4.137018037408957e-05,-0.0004136675767353326,190.0,109116,147.5,88625.0,0.000661857856798731,-0.0020640686922061002,-0.0019856043683296187
2021-08-31,WIN,2021,Tuesday,36,True,D0,False,-0.008236958149596463,False,0.00012479201331117018,-0.0004575136214283182,0.0029129041654529786,295.0,240897,407.5,182345.5,0.002893190000678114,False,-0.0052221485411140245,0.0014165486209483102,0.0014976910596165016,245.0,214686,567.5,261432.5,0.0025322857749331407,False,-0.0013715140684094074,-0.0010820709172632004,-0.0012915590367469365,355.0,172380,405.0,154448.5,0.001434676861435058,False,-0.005202480542722765,-0.0002091875156891021,-0.004854165794869636,340.0,173036,347.5,145159.5,0.0017949322638003973,-0.00586571262168234,-0.0023852366405825443
