date,instrument,weekday,year,dst_regime,anchor_time_local,n_bars_day,first_bar_time,last_bar_time,is_roll,day_open,day_close,ret_day,gap_on,anchor_found,anchor_late,valid_for_conditional,ret_morning,ret_post,ret_ny30,ret_post_after30,ret_ny60,morning_high,morning_low,range_morning_pts,range_morning_pct,tr_sum_morning,volu_morning,tr_sum_post,volu_post,vol_par,broke_high,broke_low,t_first_break,false_break_high,false_break_low
2023-04-24,WDO,Monday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5074.0,5039.5,-0.00679936933385894,0.0035601265822784445,True,False,True,-0.002069373275522257,-0.004739804483065102,0.00118495112076622,-0.005917743367195971,0.00236990224153244,5085.0,5054.0,31.0,0.006109578242018131,71.0,229626,234.0,511713,0.6591549295774647,True,True,15.0,False,False
2023-04-25,WDO,Tuesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5050.5,5064.0,0.0026730026730026335,0.002182756225816096,True,False,True,0.0004950004950003972,0.002176924599248009,0.005640213734415145,-0.0034438650004919857,0.002671680189986203,5070.5,5033.0,37.5,0.007425007425007425,85.5,324398,235.0,534682,0.5497076023391813,True,False,0.0,True,False
2023-04-26,WDO,Wednesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5050.0,5047.5,-0.0004950495049504955,-0.002764612954186396,True,False,True,0.003168316831683171,-0.003651796288985376,0.0007895775759967361,-0.004437869822485174,-0.0022700355309909215,5075.0,5037.0,38.0,0.0075247524752475245,90.5,284117,238.0,534157,0.5259668508287293,False,False,,False,False
2023-04-27,WDO,Thursday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5040.0,4975.0,-0.012896825396825351,-0.0014858841010401136,True,False,True,-0.004265873015873001,-0.008667928663943392,0.00039852545581342547,-0.009062842346379885,0.0006974195476736611,5050.0,5016.0,34.0,0.006746031746031746,109.5,333879,252.0,555735,0.4602739726027397,False,True,0.0,False,False
2023-04-28,WDO,Friday,2023,EDT,10:30:00,36,09:00:00,17:45:00,True,5023.5,5016.0,-0.0014929829799940064,,True,False,True,0.0007962575893301072,-0.002287419194430651,0.001491795126802531,-0.0037735849056603765,-0.00019890601690697451,5050.0,5013.0,37.0,0.007365382701303872,105.0,288296,218.5,420007,0.41619047619047617,False,True,270.0,False,True
2023-05-02,WDO,Tuesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5029.0,5067.5,0.007655597534301117,,True,False,True,0.002982700338039379,0.004659000793021395,0.0033703409992069666,0.0012843311598498275,0.005253766851704977,5062.0,5022.5,39.5,0.00785444422350368,89.0,265462,216.0,451875,0.4853932584269663,True,False,15.0,False,False
2023-05-03,WDO,Wednesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5046.0,5023.0,-0.00455806579468887,-0.004242723236309809,True,False,True,0.00356718192627814,-0.008096366508688835,-0.0011848341232227888,-0.0069197311190193345,-0.004048183254344417,5080.0,5044.5,35.5,0.007035275465715418,82.5,269085,273.0,620084,0.6618181818181817,False,True,45.0,False,False
2023-05-04,WDO,Thursday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5005.0,5012.5,0.0014985014985013922,-0.0035835158271948497,True,False,True,0.00459540459540464,-0.0030827366746221108,0.0032816229116945372,-0.006343542471999197,0.0061654733492442215,5032.5,4995.5,37.0,0.007392607392607393,120.0,319297,224.0,511365,0.37333333333333335,True,False,0.0,True,False
2023-05-05,WDO,Friday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5008.5,4978.5,-0.005989817310572021,-0.0007980049875311312,True,False,True,-0.0010981331736048539,-0.004897061762942245,-0.001299220467719353,-0.003602521765235678,-0.0042974215470718,5034.0,4987.5,46.5,0.009284216831386643,116.0,343503,224.5,482005,0.3870689655172414,False,True,45.0,False,False
2023-05-08,WDO,Monday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4978.0,5034.0,0.011249497790277285,-0.00010043185698505042,True,False,True,0.0,0.011249497790277285,0.003917235837685773,0.00730365182591286,0.0024106066693452277,4986.0,4966.0,20.0,0.004017677782241864,68.0,224590,282.0,595889,0.8294117647058823,True,False,15.0,False,False
2023-05-09,WDO,Tuesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5031.0,5009.5,-0.004273504273504258,-0.0005959475566150729,True,False,True,0.0029815146094216427,-0.007233452239397531,-0.005251684502576293,-0.0019922303018229393,-0.004062623860483505,5060.0,5020.0,40.0,0.007950705625124229,81.5,269545,253.0,539211,0.6208588957055214,False,True,15.0,False,False
2023-05-10,WDO,Wednesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5008.5,4966.0,-0.008485574523310335,-0.00019962072063084424,True,False,True,-0.008585404811819908,0.00010069479407914805,0.002013895881582961,-0.001909355843633831,0.0025173698519787013,5013.5,4960.0,53.5,0.010681840870520116,103.0,320698,202.5,498763,0.3932038834951456,False,False,,False,False
2023-05-11,WDO,Thursday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4977.0,4952.0,-0.005023106288929102,0.002215062424486547,True,False,True,0.004118947156921848,-0.009104552276138045,-0.001200600300150123,-0.007913452869878768,0.0002001000500249095,5004.5,4966.5,38.0,0.007635121559172192,83.0,309505,226.0,523981,0.544578313253012,False,True,225.0,False,False
2023-05-12,WDO,Friday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4953.0,4939.5,-0.0027256208358570344,0.00020193861066242214,True,False,True,-0.002321825156470836,-0.00040473540422947263,-0.0025295962764342317,0.002130249543518037,-0.0003035515531720767,4975.0,4937.5,37.5,0.007571168988491823,76.5,275166,229.5,470484,0.6,False,True,15.0,False,True
2023-05-15,WDO,Monday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4938.0,4910.5,-0.005569056298096342,-0.0003036744609777875,True,False,True,-0.0004050222762251865,-0.005166126418152395,0.0008103727714747766,-0.0059716599190283715,-0.0008103727714748876,4938.0,4918.0,20.0,0.004050222762251924,67.5,243271,195.0,528767,0.5777777777777777,True,True,0.0,False,False
2023-05-16,WDO,Tuesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4909.0,4955.0,0.009370543898961081,-0.0003054678749617734,True,False,True,0.0012222448563863342,0.008138351983723258,0.00020345879959315916,0.007933279088689904,-0.0008138351983723036,4930.0,4901.5,28.5,0.0058056630678345895,87.0,305879,264.5,639879,0.6080459770114942,True,False,75.0,False,False
2023-05-17,WDO,Wednesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4955.0,4953.0,-0.0004036326942482571,0.0,True,False,True,0.00020181634712401753,-0.000605326876513268,0.0032284100080710587,-0.0038213998390989046,0.0008071025020177647,4984.5,4947.5,37.0,0.007467204843592331,114.0,336276,260.0,557201,0.45614035087719296,False,True,105.0,False,True
2023-05-18,WDO,Thursday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4963.5,4980.0,0.0033242671501965138,0.002119927316777792,True,False,True,0.0019139719955676426,0.0014076010456465227,0.001105972250150744,0.00030129557095515125,0.0007038005228232613,4986.0,4961.5,24.5,0.004936033041200765,74.5,285105,195.5,479788,0.5248322147651007,True,False,60.0,True,False
2023-05-19,WDO,Friday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4965.5,5010.0,0.008961836673043955,-0.002911646586345351,True,False,True,0.00815627832041077,0.0007990411506193507,0.0003995205753095643,0.0003993610223642641,-0.0012984418697562505,5008.5,4956.5,52.0,0.010472258584231195,91.5,309107,218.5,524994,0.47759562841530057,True,False,0.0,False,False
2023-05-22,WDO,Monday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5009.5,4978.5,-0.006188242339554839,-9.980039920154393e-05,True,False,True,-0.00519013873640084,-0.0010033109260559891,-0.0010033109260559891,0.0,-0.0009029798334503347,5016.0,4983.0,33.0,0.006587483780816449,75.0,250718,168.0,440059,0.44799999999999995,False,True,0.0,False,False
2023-05-23,WDO,Tuesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4989.0,4981.0,-0.0016035277610743082,0.0021090689966858367,True,False,True,-0.002305071156544436,0.0007031642390757931,0.0014063284781515861,-0.0007021767479185037,-0.0014063284781516971,5003.0,4975.0,28.0,0.005612347163760273,73.5,270762,215.5,471824,0.5863945578231293,False,True,45.0,False,True
2023-05-24,WDO,Wednesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4971.0,4966.0,-0.0010058338362503028,-0.002007628990162602,True,False,True,-0.0046268356467511484,0.003637833468068008,0.0030315278900565623,0.0006044731009469118,0.0023241713823767274,4971.5,4941.5,30.0,0.006035003017501509,71.0,242773,182.5,414176,0.5140845070422535,False,False,,False,False
2023-05-25,WDO,Thursday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,4958.5,5041.5,0.01673893314510444,-0.0015102698348771204,True,False,True,0.006655238479378767,0.010017028949213636,0.001502554342382112,0.00850170034006803,0.004307322448161788,4998.0,4949.5,48.5,0.009781183825753756,84.0,278254,277.5,597658,0.6607142857142857,True,False,0.0,False,False
2023-05-26,WDO,Friday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5020.5,5002.0,-0.0036848919430335636,-0.004165426956262985,True,False,True,0.0007967333930882781,-0.004478057518160994,-0.0002985371678774218,-0.004180768465060769,-0.0031843964573589068,5036.0,5001.0,35.0,0.006971417189522956,104.0,323338,254.5,480094,0.4894230769230769,False,True,195.0,False,True
2023-05-29,WDO,Monday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5005.0,5022.5,0.0034965034965035446,0.0005997600959615212,True,False,True,-0.00429570429570425,0.007825825223236604,0.002207284037323065,0.005606166783461708,0.002909601685562313,5006.5,4977.0,29.5,0.0058941058941058945,72.0,194880,188.5,329421,0.5236111111111111,True,False,60.0,False,False
2023-05-30,WDO,Tuesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5010.0,5040.5,0.0060878243512973995,-0.002488800398208091,True,False,True,0.00968063872255498,-0.003558367104873006,0.000790748245527384,-0.004345679012345727,-0.000395374122763692,5061.0,5002.0,59.0,0.011776447105788424,89.5,295259,231.5,501035,0.51731843575419,True,False,0.0,True,False
2023-05-31,WDO,Wednesday,2023,EDT,10:30:00,36,09:00:00,17:45:00,True,5085.0,5083.0,-0.0003933136676499416,,True,False,True,0.0016715830875122517,-0.002061450868754311,0.0019632865416707723,-0.004016851180562386,0.0042210660645920495,5114.5,5083.0,31.5,0.006194690265486726,103.5,331209,324.5,722842,0.6270531400966184,True,True,30.0,True,True
2023-06-01,WDO,Thursday,2023,EDT,10:30:00,36,09:00:00,17:45:00,False,5067.0,5044.0,-0.004539175054272704,,True,False,True,0.000690744029998136,-0.005226309042500765,0.0004930480228775291,-0.005716538537354654,9.860960457541701e-05,5086.0,5048.5,37.5,0.007400828892835998,118.5,330787,249.0,506265,0.42025316455696204,False,True,120.0,False,False
