date,direction,pnl_pct_net,y_win,stop_pct_used,range_first_30m_pct,overshoot_close_pct,vol_20d_pct,btc_vs_sma200_pct,direction_first_30m,time_to_break_min,exit_reason,p_win
2021-01-01,-1,0.25343400067865135,1,0.003,0.39231885280931356,-0.07502544960977463,0.0,0.0,1.0,5.0,tp2,0.58185791429862
2021-01-04,1,0.42698277742575347,1,0.007626776931670774,1.9066942329176935,-0.9005365174666762,0.0,0.0,-1.0,145.0,trail_stop_be,0.9733441846861179
2021-01-05,1,-0.5714639383553084,0,0.005014639383553106,1.2536598458882764,0.6163366943306796,0.0,0.0,-1.0,0.0,stop,0.04107720437614684
2021-01-06,1,0.19872448979590818,1,0.004027180664072392,1.006795166018098,-0.14250728862972997,0.0,0.0,-1.0,0.0,trail_stop_be,0.6164009751539341
2021-01-07,1,-0.4248747283862517,0,0.0035487472838625004,0.8871868209656251,0.3911373085627057,0.0,0.0,-1.0,280.0,stop,0.14847494509256137
2021-01-08,-1,-0.5517796320046637,0,0.004817796320046741,1.2044490800116852,0.5383048727685508,0.0,0.0,1.0,60.0,stop,0.05319256574476882
2021-01-11,1,-0.8699999999999954,0,0.008,3.3835212335420133,0.9946788990825638,0.0,0.0,-1.0,0.0,stop,0.0025003323704246958
2021-01-12,1,-0.8700000000000001,0,0.008,4.194646647305721,-0.02998496240601854,0.0,0.0,-1.0,20.0,stop,0.15843107033948228
2021-01-13,-1,-0.5217516831077598,0,0.004517516831077583,1.1293792077693956,0.7166133329347223,0.0,0.0,1.0,15.0,stop,0.024339938773302
2021-01-14,-1,-0.6900558757733886,0,0.006200558757733776,1.5501396894334438,0.4826923076923077,0.0,0.0,1.0,5.0,stop,0.05544435378052225
2021-01-15,-1,0.7276611737481147,1,0.004123333999391225,1.0308334998478064,-0.05997187361510248,0.0,0.0,1.0,0.0,tp2,0.4824353054462987
2021-01-19,-1,-0.36999999999999417,0,0.003,0.667843266894383,-0.010983428751875315,0.0,0.0,1.0,0.0,stop,0.4726398606579565
2021-01-20,-1,1.1465573664587712,1,0.006423573180041206,1.6058932950103015,-0.036788487918813055,0.0,0.0,1.0,0.0,tp2,0.38398302746921825
