stock,event_time,split,z_stock,z_win,ret15_stock,direction,fwd_5m,fwd_15m,fwd_30m
VALE3,2023-07-11 15:35:00,DISCOVERY,2.698405113007392,0.3987915884832897,0.004247930697496505,1,0.00029439596469592474,0.00021029167532755623,0.0008829280146412411
VALE3,2023-07-12 13:25:00,DISCOVERY,2.5423136853459836,-0.15921941142416646,0.002671757314504054,1,-8.345155641999611e-05,-0.0012525051737610061,-0.0012942823759478162
VALE3,2023-07-14 12:20:00,DISCOVERY,3.0579057909614953,0.1243441406028243,0.0050509881962510295,1,4.174929548673297e-05,-0.00016701461416693887,-4.175103856317908e-05
VALE3,2023-07-20 10:15:00,DISCOVERY,-2.701243885256908,-0.2554326351164302,-0.00775124402669877,-1,-0.0018889710727586512,0.003409165952619723,0.002734828674147641
VALE3,2023-07-24 10:50:00,DISCOVERY,2.642086906104355,0.22076310437935123,0.008847116529479594,1,8.240965845866345e-05,-8.241645037008265e-05,-0.0014020042707205817
VALE3,2023-07-24 15:35:00,DISCOVERY,-3.70928662535149,0.05417302926744641,-0.004953684104705363,-1,0.000490857783815611,0.0010228924195417207,0.0009819566273261355
VALE3,2023-07-25 12:25:00,DISCOVERY,-3.429176732942647,0.3834600475278213,-0.004632937723727687,-1,-0.0011382115049955403,-0.0015850118130032367,-0.0016662267890896266
VALE3,2023-07-27 15:45:00,DISCOVERY,2.9393005681578432,0.4336734493406636,0.00419287826003579,1,0.00020596898179966054,-0.0017318163655433347,-0.0011954574047737456
VALE3,2023-07-28 10:20:00,DISCOVERY,-2.6506817316854265,0.08149796435908303,-0.008746682728590678,-1,0.002769913092488769,0.004344325084925254,0.0028527151129053964
VALE3,2023-07-28 14:45:00,DISCOVERY,-2.5115003160363565,0.07796406902229978,-0.0030228626834679635,-1,-0.0007877770583828036,-0.0012850009022227636,-0.0014506872583302105
VALE3,2023-08-01 16:50:00,DISCOVERY,3.125593043671895,0.25369045462351586,0.0033981531661627044,1,0.00024628519950446693,0.0008207148886955593,-4.1053431046299546e-05
VALE3,2023-08-03 12:10:00,DISCOVERY,3.633126219757974,0.4691874711427525,0.005338430218732963,1,0.0016829147122294375,0.002543799837240809,0.0025847758867455456
VALE3,2023-08-07 14:30:00,DISCOVERY,3.238659494620932,0.056382918465964195,0.0034168598163235205,1,0.0004176237270970691,0.0013357824661118206,0.0027114418530765996
VALE3,2023-08-08 14:30:00,DISCOVERY,3.327238343751491,0.3223927788491166,0.004397292239938635,1,0.0005014207024663026,0.0002507417790729298,-8.359456640187312e-05
VALE3,2023-08-29 12:50:00,DISCOVERY,3.514743323280245,-0.4910521831456733,0.002914604220080657,1,-0.00041696202080139896,-0.0008758211382487814,-0.002379015709161204
VALE3,2023-08-30 11:30:00,DISCOVERY,-2.847922007028593,-0.45099935448079964,-0.006169288894082076,-1,-0.0014585462965344869,0.00012511729762957677,0.0005422880516668511
VALE3,2023-08-31 16:45:00,DISCOVERY,-3.063173375261212,0.1559099392016663,-0.004994247799094453,-1,0.001063400002376642,0.0006804457181823823,-0.00017003910940480995
VALE3,2023-09-01 13:10:00,DISCOVERY,2.7266858369561597,0.23277019116987216,0.0038549841223631575,1,0.0006291286775611392,-0.00037766727961952706,-0.0022260966414019293
VALE3,2023-09-01 14:45:00,DISCOVERY,2.539709302422534,0.400983933153551,0.0023829174505518532,1,0.0007964286883787071,0.0010478007622651258,0.001885251610974243
VALE3,2023-09-14 12:50:00,DISCOVERY,2.7766310468977107,0.1825521788568448,0.0030452329847516606,1,0.00029100584295650576,0.0004156967136682163,0.0009143047765181952
VALE3,2023-09-14 14:25:00,DISCOVERY,3.4428286348364505,0.26384463467036656,0.0035580895036466933,1,0.0006214139438114883,0.0010354754792706376,0.001201052100230162
VALE3,2023-09-19 14:00:00,DISCOVERY,-4.889913768369307,0.15187174132268083,-0.005856532112713054,-1,-4.2010628695308296e-05,-0.0005460005595649037,-0.0018468001051749109
VALE3,2023-09-25 15:30:00,DISCOVERY,-2.5607777808259384,-0.13171551689337202,-0.0030262932118907114,-1,4.287888858576352e-05,4.287888858576352e-05,0.0011154490838656095
VALE3,2023-09-27 12:30:00,DISCOVERY,2.550966989254254,0.30387866602616975,0.0019029501460860491,1,-0.0008683571229914744,-0.001954864976676845,-0.002476808357670499
VALE3,2023-09-27 13:25:00,DISCOVERY,-3.839895391406027,-0.15461116048556964,-0.004194477074355261,-1,-0.00065298306740893,-0.0013925154556541023,8.70966337702207e-05
VALE3,2023-09-29 15:20:00,DISCOVERY,2.5249106084153676,0.4563240116680627,0.0022346378014161013,1,-0.0014581012961590088,4.2853163641407036e-05,0.00042844902112140754
VALE3,2023-10-05 12:25:00,DISCOVERY,-2.5462802178170434,-0.4856053620581803,-0.0034175085473786802,-1,0.00022070670375845742,0.0009714740673950819,0.00066226629939941
VALE3,2023-10-09 10:20:00,DISCOVERY,2.7946336716078335,-0.2156724818198825,0.003996579684485446,1,-4.384714884620716e-05,-0.00043855802825533354,-0.0005262927186081139
VALE3,2023-10-10 10:15:00,DISCOVERY,-2.5741268220677327,0.21967300583964072,-0.005595985504121158,-1,0.00047447539009927984,-0.0024120268402495135,-0.0033580193428576132
VALE3,2023-10-17 11:40:00,DISCOVERY,2.764755346306862,0.02797646619648397,0.004074079709238599,1,0.0010284980550939124,0.0008571551546960975,0.0017135762236134753
VALE3,2023-10-18 12:00:00,DISCOVERY,4.243549004469252,0.12852723383253414,0.0028590508372654945,1,-0.0006445375666252353,8.590696281216417e-05,0.0015880854036188264
VALE3,2023-10-20 10:25:00,DISCOVERY,-3.271533318228945,0.07791458833005695,-0.005757982750522229,-1,0.0002595267975983651,0.0032055474709025726,0.0022514730674676356
VALE3,2023-10-24 11:55:00,DISCOVERY,2.883846672696537,0.08278630118413743,0.002742411121309898,1,-0.0002599428140448881,-0.0003032731864763037,-0.002255085738183866
VALE3,2023-10-26 12:40:00,DISCOVERY,-2.526408068512505,-0.05634149405521285,-0.003120735905075451,-1,-0.0009549855307546686,-0.0006512254121223494,0.0003474937051734198
VALE3,2023-10-27 11:15:00,DISCOVERY,3.6819935431333803,-0.008705613170888431,0.008915927411582068,1,-4.29931855866855e-05,-0.00034399725141427527,-0.0005590556405955844
VALE3,2023-10-27 12:05:00,DISCOVERY,3.4276899150186737,-0.18561893852177141,0.003916819331823576,1,0.0010311936979772447,0.0025759931812939798,0.0013746887636131293
VALE3,2023-10-27 12:45:00,DISCOVERY,2.505698818578656,0.1735790768707811,0.00203873668984838,1,-0.0007730630860865785,-0.0015037273783659103,-0.00158972299264252
VALE3,2023-10-31 10:55:00,DISCOVERY,2.682498057205709,0.35705112862538146,0.009137490476985748,1,0.0007007708766106639,0.005548894630829747,0.0027127559843240397
VALE3,2023-11-07 11:50:00,DISCOVERY,-2.5861331303663184,-0.42268111396571967,-0.00393138462037146,-1,-0.0023300335081797197,-0.0013321124274441084,-0.0016232756264730013
VALE3,2023-11-07 14:00:00,DISCOVERY,-2.594025020667787,-0.002868792355467422,-0.0035971261808495406,-1,4.156016874024021e-05,-0.0003739638129718162,0.00041567943401047623
VALE3,2023-11-14 12:25:00,DISCOVERY,2.599360577716591,0.23425923300434381,0.005424661548031051,1,-0.00136920124483267,-0.0014498009063576881,-0.001087153576907308
VALE3,2023-11-16 15:15:00,DISCOVERY,3.600810760295278,0.37720802706061596,0.0033892593026820387,1,0.0003590306211898098,0.0012361187450327387,-0.00019951716911414567
VALE3,2023-11-20 11:35:00,DISCOVERY,2.989278702296556,0.3864799083820707,0.008257685238981492,1,0.0017810853494288476,0.001069031836215124,0.002453115102153549
VALE3,2023-11-20 12:10:00,DISCOVERY,3.1293410523955,0.36806809734752716,0.004263000389440019,1,0.00035531692669364147,-0.0001579591678835827,-0.001422531555331991
VALE3,2023-11-22 13:10:00,DISCOVERY,-3.469459667353152,0.3741090166055841,-0.003922855635433855,-1,-0.0002753899736113271,-0.0013368985948415987,-0.0021224754450145543
VALE3,2023-11-28 14:25:00,DISCOVERY,2.5191380377750274,0.10368350681887835,0.0038114222956822912,1,-0.0005889166068011835,-0.0003533083437148477,-7.85021784758164e-05
VALE3,2023-11-28 14:55:00,DISCOVERY,-4.107766439154632,-0.09647655105835874,-0.002154280392355003,-1,0.0010603830154119326,0.0003926033578754957,0.0010210895125875611
VALE3,2023-12-04 13:15:00,DISCOVERY,2.585873492660779,0.44684150069480644,0.003306334637087927,1,-0.00023536795966178076,0.0,-0.0006277710411371791
VALE3,2023-12-04 14:20:00,DISCOVERY,-2.605264805213222,-0.3812954320312567,-0.0031381642733145196,-1,0.0003923261064878047,0.0018452725049123116,0.001020368205950628
VALE3,2023-12-05 11:00:00,DISCOVERY,2.525117596753418,-0.4719363153556462,0.003163242461165795,1,-0.0013719843001963846,-0.0019605542883472577,-0.002392392552001987
VALE3,2023-12-05 15:00:00,DISCOVERY,-3.07457111617014,0.18094393980866805,-0.0040147260348011304,-1,0.00023567304402263064,-0.002196940860097794,-0.002392861787038603
VALE3,2023-12-14 15:25:00,DISCOVERY,-2.5584790697084188,-0.4813990618396423,-0.002478725552358862,-1,-0.0007531255063010339,0.00033909161449946083,0.0012061818273526518
VALE3,2023-12-14 16:35:00,DISCOVERY,-2.5147392043045445,-0.015470380656746014,-0.002151784327736929,-1,3.767400682345671e-05,0.0007914523563116271,0.0011685547063570174
VALE3,2023-12-19 12:25:00,DISCOVERY,3.107165712640493,0.33241181785988244,0.0027671540404679467,1,-0.0004487826845209095,0.00011216420851865238,0.0007101609373569834
VALE3,2023-12-21 10:15:00,DISCOVERY,2.80395116194386,-0.3938597100482201,0.006750266711866274,1,-0.00022451728877432244,0.001570211179507577,-3.741604774726666e-05
VALE3,2023-12-22 11:05:00,DISCOVERY,-2.840145776354696,0.3977106729046456,-0.0025039136712744596,-1,0.0007452398153905579,0.0012299436894614125,-0.00029794048859185346
VALE3,2023-12-22 13:00:00,DISCOVERY,-2.751171191037843,-0.4932035555868157,-0.003495951439123098,-1,-0.00026046996370450117,-0.002007584881284234,-0.0024531680456132427
VALE3,2024-01-02 16:25:00,CONFIRM,2.7679747644223327,0.2605744909298685,0.001742298690525995,1,-0.000635407149151256,-0.0007475797455036421,-0.0005980190796798957
VALE3,2024-01-03 11:00:00,CONFIRM,-3.223498921355066,-0.3732910478250501,-0.004935136976605706,-1,-0.0005228172499400322,-0.0014184399541338495,-0.002201452354549208
VALE3,2024-01-08 16:25:00,CONFIRM,6.286796113207835,0.13437830312404328,0.0062387330901753635,1,0.0011215373712891454,0.0003365933049712262,-0.0001870452467904219
VALE3,2024-01-16 12:25:00,CONFIRM,-3.0514103915038198,-0.17904659025664615,-0.0029157039779691258,-1,0.001109177601237824,0.00019114976642355396,-0.00011467232396040935
VALE3,2024-01-17 13:35:00,CONFIRM,-2.56158595925582,0.013110918677989565,-0.0024509816191402214,-1,-0.00019292728630436207,0.0006176175599707024,0.0008493225233552651
VALE3,2024-01-17 16:35:00,CONFIRM,3.298898080980054,0.19776429512160884,0.002459161611696476,1,0.0007326996452194364,-0.0010807473647278193,-0.0011193670955530841
VALE3,2024-01-19 14:40:00,CONFIRM,-2.626004677946153,0.08017701082857626,-0.0017838035411396782,-1,0.0013697828101111578,0.00019556842023495463,-0.00031282994037620094
VALE3,2024-01-24 12:15:00,CONFIRM,2.6352723715940574,-0.26442483659732446,0.004503731846143417,1,0.0002323330116937786,-0.0007748334495819884,-0.0001936520852699167
VALE3,2024-01-25 12:50:00,CONFIRM,-3.329058307506255,0.25021923109796307,-0.004907125164100584,-1,0.0002717655068653165,0.001631701993728797,3.88191223044903e-05
VALE3,2024-01-25 16:25:00,CONFIRM,3.577433276837267,0.2353623592574923,0.0063773466805259445,1,0.0009292961251134481,3.8737918616472995e-05,-0.001705955748722295
VALE3,2024-01-26 10:15:00,CONFIRM,2.7291165338875705,0.36506768244285653,0.006452791703795604,1,-0.00011644832618688136,-0.002253740996704239,0.0010861976395735325
VALE3,2024-01-26 14:45:00,CONFIRM,-4.32410358504265,-0.4931957586083703,-0.0038549197904454288,-1,-0.0002318123875466501,-0.0008497161686955515,-0.001081331687970762
VALE3,2024-01-26 15:25:00,CONFIRM,-2.654432934134208,-0.029252389323623368,-0.002982719993603246,-1,-0.00023150827745497453,0.0007334633307642972,-0.00038581735885057935
VALE3,2024-01-30 14:35:00,CONFIRM,2.785753113795245,-0.40918924033589726,0.003899331420672204,1,0.0005469818460267072,-0.00031269543719453474,-0.0008601478420611674
VALE3,2024-02-06 10:40:00,CONFIRM,2.8944110510425145,-0.27347401684145833,0.006629858538669594,1,0.0013501265383386203,0.0011959185886132576,0.0015428530407564614
VALE3,2024-02-06 11:10:00,CONFIRM,2.599024265115267,0.1913786075733287,0.004563300790859247,1,0.00019268936607008216,-0.0025856261390125412,-0.0005397278360714049
VALE3,2024-02-08 17:40:00,CONFIRM,3.2791494217931683,0.25445324498363403,0.002395210725955043,1,-0.0004676174974151025,-0.0013644960305021396,-0.0016766424296966508
VALE3,2024-02-09 12:20:00,CONFIRM,-2.9084872295434887,-0.26738619381905254,-0.004455177222423513,-1,-0.0010148718619615036,0.0002734108014297423,0.0005859718510539293
VALE3,2024-02-16 15:40:00,CONFIRM,2.588389499936223,-0.3270050361647203,0.00358423322781503,1,-3.818469939560908e-05,0.00015272421853982303,0.0003817668214649588
VALE3,2024-02-19 15:15:00,CONFIRM,-2.647252339265756,-0.4444426071541835,-0.001625282524814021,-1,-0.0,0.00030603267137592965,0.0006504314119846633
VALE3,2024-02-20 15:20:00,CONFIRM,2.529270461601086,0.4142185593548471,0.003907345188919708,1,-0.0003416921387105167,-0.0003416921387105167,-0.0007974633494563524
VALE3,2024-02-20 16:15:00,CONFIRM,4.900359627536832,0.3917413905516382,0.003905891694964394,1,-0.0003039629188645247,0.00037982376634083405,0.0006076487977029226
VALE3,2024-02-23 17:35:00,CONFIRM,-3.5896264050535516,0.12296157296716538,-0.004509793879556362,-1,-0.00022864982379265105,-0.00045724737879418193,-0.0003048548152563525
VALE3,2024-02-27 14:50:00,CONFIRM,2.5890708622525698,0.2722866291948426,0.004531045359600292,1,3.7560801551915234e-05,0.0016888409185673837,0.00146382685423906
VALE3,2024-03-07 13:40:00,CONFIRM,-3.023436336344934,0.13151599912056525,-0.0027205965814918747,-1,-0.0,0.00042425996200935224,0.000732925756573627
VALE3,2024-03-08 10:20:00,CONFIRM,2.843127260566042,0.08130955276276784,0.00841879057305024,1,0.000863219075810435,0.004855709113768852,0.004425912479102653
VALE3,2024-03-11 14:00:00,CONFIRM,2.6102166029169713,0.3601163442148759,0.003428574787177988,1,0.0008210341581338617,0.0007819525753247646,-0.0005868659571006244
VALE3,2024-03-12 12:45:00,CONFIRM,-2.9772004908448624,-0.3721530162356978,-0.005303042730791855,-1,-0.0009330172118743459,-0.0007387104008091942,-0.0013991995753150355
VALE3,2024-03-12 15:35:00,CONFIRM,-4.085013037254036,0.08336013214148176,-0.003813887155394028,-1,0.0011611705902923543,0.00023212627773680085,0.0006191231865914724
VALE3,2024-03-18 11:05:00,CONFIRM,3.0807142438906605,-0.02038148697058762,0.0036775421297774403,1,-3.909686248176901e-05,0.000429964632261484,-0.0008604842710313856
VALE3,2024-04-01 13:30:00,CONFIRM,2.9708534330807117,-0.10409080698310072,0.0022835404785073966,1,-0.00027402086644618345,-0.00027402086644618345,-0.001174904184655683
VALE3,2024-04-02 10:40:00,CONFIRM,3.9765617877118147,0.4677869371134059,0.00902601088285963,1,-0.00015673981223310616,-0.00011755255592389951,-0.00043109361277430733
VALE3,2024-04-02 12:20:00,CONFIRM,-4.837755696132003,-0.3466929149475129,-0.003386644817317413,-1,0.000235386427136229,0.0010596755245020973,0.0017667502289029323
VALE3,2024-04-08 11:40:00,CONFIRM,2.5084897901733814,0.015168594611579664,0.003007521063955349,1,0.0,0.00019430681106507032,0.0014757857352448603
VALE3,2024-04-08 13:50:00,CONFIRM,2.7905283067800615,-0.1378664035223879,0.0037271753919223597,1,0.0,0.0007754944165303511,0.0006592085858277988
VALE3,2024-04-09 10:15:00,CONFIRM,-4.093458709814562,0.028621849262951273,-0.013475053916114157,-1,-0.00038543072359976157,-0.0013483580969932789,-0.001771752572246875
VALE3,2024-04-11 12:50:00,CONFIRM,3.105541468103998,0.2351393526642595,0.0034007212067548977,1,7.828707875766676e-05,-0.0015670300158770636,-0.002155299931071132
VALE3,2024-04-12 10:55:00,CONFIRM,-2.5590894249805554,0.45951629964761753,-0.005543251444762127,-1,0.00011760785634030978,-3.919954529027971e-05,0.0021190605582889674
VALE3,2024-04-12 12:40:00,CONFIRM,-2.7814367488532223,-0.0013811021643626612,-0.002797726342271547,-1,-0.00031462618735967544,7.867201640431438e-05,0.0004721249645080545
VALE3,2024-04-16 12:40:00,CONFIRM,2.6878067471445424,0.18163254694518893,0.002465624767361547,1,0.00020013208784552922,0.0012401737832595904,-0.0003202946738356549
VALE3,2024-04-17 11:40:00,CONFIRM,2.506775689023512,-0.2920456600921391,0.004642102849128402,1,0.0005950374057396174,-0.0006350970721151533,0.0014671189609899574
VALE3,2024-04-17 12:35:00,CONFIRM,-2.8289399106579696,-0.12910238261046725,-0.003714714524238612,-1,0.0003173092204951462,-0.00031720856729108046,0.0031378493762095785
VALE3,2024-04-24 16:05:00,CONFIRM,2.7108044162141063,0.18015426103400514,0.0040396676309221325,1,-0.0007517458661804406,0.00023727607182143405,-3.9551486152238916e-05
VALE3,2024-04-26 13:20:00,CONFIRM,3.378270083026099,0.4554416748195819,0.004270733443206314,1,0.0009766961103028326,0.0008595429323889311,0.00023449408009894773
VALE3,2024-04-26 14:50:00,CONFIRM,2.9858222034556943,0.47375819189034757,0.0038892539070306013,1,-0.00046858527156750664,-0.0002733147236036417,0.0006634534947830391
VALE3,2024-05-09 12:45:00,CONFIRM,2.7676808525806624,0.04708786319480328,0.002701001011840654,1,-0.0011262793197877512,0.00015524936961136502,-0.0008154548554001696
VALE3,2024-05-22 10:55:00,CONFIRM,3.2404368047423495,0.3940034700914912,0.005463049977852675,1,-0.0012984204377727794,-0.0015346781172462412,-0.0019679622205289586
VALE3,2024-05-24 10:15:00,CONFIRM,2.519181445165516,-0.31767234120538373,0.00393349336063001,1,0.00039861283263882297,-0.00023924399013587966,0.0017925077993613855
VALE3,2024-05-28 16:45:00,CONFIRM,3.0040210968933954,0.46327112164406586,0.00256786641469679,1,0.0008454957725620088,0.00040270619100935944,4.027791763719596e-05
