config_id,asset,tf,family,split,n_trades,win_rate,pf_gross,pf_net2,pf_net4,pf_net6,exp_gross_bps,exp_net6_bps,avg_hold_bars,pf_net6_ex_top2,pior_ano_pf_net6,max_dd_bps
WDO_M5_F4b_rsi2_connors,WDO,M5,F4b,discovery,2095,0.3747016706443914,1.0907721355362292,0.7219359307313489,0.45872193347508383,0.28183336210836396,0.4377821780989972,-5.562217821901003,4.316467780429594,0.27682054285324476,0.1552616679919868,11654.469288413413
WDO_M5_F4b_rsi2_connors,WDO,M5,F4b,confirm,1942,0.31462409886714726,0.9869809966737964,0.626069856442473,0.3808394363508071,0.22692171164013125,-0.06087290149613193,-6.060872901496132,4.333161688980432,0.21915255325784033,0.22692171164013125,11739.142092300732
WDO_M5_F4c_rsi14_cross50,WDO,M5,F4c,discovery,2254,0.15483584738243122,0.984387669389859,0.7077834372604586,0.5340853056919989,0.41734223847676283,-0.08693010288388132,-6.086930102883881,8.718278615794144,0.40064741227697515,0.4146708192518053,13764.477022442241
WDO_M5_F4c_rsi14_cross50,WDO,M5,F4c,confirm,2098,0.15061963775023832,0.9885681879004726,0.6870266234286366,0.5065040942809996,0.38847729558155675,-0.056928683633728994,-6.056928683633728,8.443755958055291,0.36899733947870533,0.38847729558155675,12767.726511849136
WDO_M5_F5a_vwap_cross,WDO,M5,F5a,discovery,1606,0.16251556662515568,1.0393592463359933,0.7981300425418969,0.6343601563590778,0.5169732563228644,0.2735530880984,-5.726446911901599,13.848692403486924,0.49632606463556905,0.515780384534785,9310.87279386689
WDO_M5_F5a_vwap_cross,WDO,M5,F5a,confirm,1596,0.14223057644110276,1.0047584644101746,0.7604288429371168,0.5988423242788763,0.4852212526767261,0.03128370903839992,-5.9687162909616,13.521929824561404,0.46335784577111194,0.4852212526767261,9512.9990645897
WDO_M5_F5b_vwap_stretch_k1.0,WDO,M5,F5b,discovery,1058,0.5756143667296786,0.9453956554785286,0.7563376180037624,0.5909611903019666,0.4498907219957956,-0.5345453273576437,-6.534545327357644,19.245746691871457,0.4381836550095746,0.2791291738713159,6964.826556341576
WDO_M5_F5b_vwap_stretch_k1.0,WDO,M5,F5b,confirm,939,0.531416400425985,0.8351221517501104,0.6628359490152695,0.5139818568244076,0.38908745103576736,-1.6953059204752416,-7.695305920475242,20.979765708200212,0.3776085946614692,0.38908745103576736,7243.202973340649
WDO_M5_F5b_vwap_stretch_k1.5,WDO,M5,F5b,discovery,728,0.5947802197802198,0.9710043758979631,0.8087689938639514,0.6650092371929541,0.5384924388432251,-0.33426076810965266,-6.334260768109654,25.0260989010989,0.5229932788213394,0.16298473716180117,4675.821026622105
WDO_M5_F5b_vwap_stretch_k1.5,WDO,M5,F5b,confirm,642,0.5389408099688473,0.7454070019794227,0.6098750104795578,0.49093057484246844,0.3880754152961998,-3.206524566061532,-9.206524566061532,27.884735202492212,0.3785929321584562,0.3880754152961998,5967.52648888277
WDO_M5_F6i_adxgt25_ema9x21,WDO,M5,F6i_adx_trend,discovery,146,0.3287671232876712,1.2468786795714868,1.0428012383330119,0.8796010145840796,0.7476039810555117,2.483010988889186,-3.516989011110814,24.205479452054796,0.6516175327883571,0.7018197947952873,639.9223295776915
WDO_M5_F6i_adxgt25_ema9x21,WDO,M5,F6i_adx_trend,confirm,176,0.23295454545454544,0.9584265695041139,0.7993550163832288,0.6745348245238603,0.5755863571189886,-0.44926394879915416,-6.449263948799154,24.397727272727273,0.4908442454000589,0.5755863571189886,1246.7788400063978
WDO_M5_F6i_adxgt25_ema21x50,WDO,M5,F6i_adx_trend,discovery,101,0.37623762376237624,0.9363722513288892,0.824015133551665,0.7262658639912758,0.641202994080841,-1.0151926861179386,-7.015192686117939,43.693069306930695,0.556546462081911,0.0,748.8898380852081
WDO_M5_F6i_adxgt25_ema21x50,WDO,M5,F6i_adx_trend,confirm,103,0.32038834951456313,0.8371952957752016,0.7487326707194408,0.6712931291234766,0.6034540028840727,-3.0791527841618236,-9.079152784161824,46.80582524271845,0.4858754272449808,0.6034540028840727,1037.7956874794786
WDO_M5_F6ii_adxlt20_bb20mr,WDO,M5,F6ii_adx_range,discovery,358,0.553072625698324,0.94830294533719,0.7618893131462465,0.6014165417802431,0.46492105459558575,-0.5083889815980692,-6.5083889815980696,14.849162011173185,0.4342806710841994,0.44596550300344306,2420.0963242953762
WDO_M5_F6ii_adxlt20_bb20mr,WDO,M5,F6ii_adx_range,confirm,316,0.5348101265822784,1.4164188818153542,1.057852692853175,0.7726777342536261,0.5498809457235958,2.3699864261042007,-3.630013573895799,13.591772151898734,0.5072134789404729,0.5498809457235958,1288.5771163392806
WDO_M5_F6ii_adxlt20_rsi14_70_30,WDO,M5,F6ii_adx_range,discovery,57,0.6491228070175439,1.4352776890966457,1.219533395451921,1.0281732800441923,0.8575439180750802,4.314866347585854,-1.6851336524141471,22.17543859649123,0.7246049400039213,0.8551383947258495,161.7195753875623
WDO_M5_F6ii_adxlt20_rsi14_70_30,WDO,M5,F6ii_adx_range,confirm,42,0.5,0.9507881307825569,0.7698348348164245,0.6184438735708989,0.491612212930242,-0.48731629961456235,-6.487316299614563,25.071428571428573,0.3479665680663534,0.491612212930242,342.27098156643694
WDO_M5_F6ii_adxlt20_vwapstretch_k1.0,WDO,M5,F6ii_adx_range,discovery,559,0.5992844364937389,0.9187697962581616,0.7334807838834955,0.5705791132753097,0.43029589756993414,-0.8080393044821589,-6.8080393044821585,21.354203935599283,0.41331175163741307,0.427015552486392,3816.838949580644
WDO_M5_F6ii_adxlt20_vwapstretch_k1.0,WDO,M5,F6ii_adx_range,confirm,452,0.5420353982300885,0.7635286948540879,0.6035009508368976,0.4645730575992043,0.34746667633450357,-2.554854760395109,-8.554854760395108,24.690265486725664,0.3282028603048437,0.34746667633450357,3897.534845496121
WDO_M5_F6iii_ema200filter_ema9x21,WDO,M5,F6iii_ema200,discovery,444,0.268018018018018,0.9514338992953679,0.7918290158467061,0.6659865430788348,0.5651524018530332,-0.5206667245592657,-6.520666724559265,20.792792792792792,0.5156121937987704,0.23824508878369705,3203.1064356419765
WDO_M5_F6iii_ema200filter_ema9x21,WDO,M5,F6iii_ema200,confirm,427,0.234192037470726,1.0232999612850662,0.8377033999165993,0.6955660070944659,0.5850222871702365,0.22270132269432982,-5.777298677305669,21.571428571428573,0.5219630796495995,0.5850222871702365,2573.379234566347
WDO_M5_F6iii_ema200filter_ema9x50,WDO,M5,F6iii_ema200,discovery,314,0.3089171974522293,0.9767100479412274,0.831387146335564,0.7124563521831977,0.6139691533789179,-0.2848101516072356,-6.284810151607235,29.197452229299362,0.5561252341309021,0.5912659878651962,2431.756509023335
WDO_M5_F6iii_ema200filter_ema9x50,WDO,M5,F6iii_ema200,confirm,312,0.23717948717948717,1.044372656340276,0.8822460766998091,0.753744246824998,0.650217547811429,0.5008649720730783,-5.499135027926921,29.314102564102566,0.5912411374636687,0.650217547811429,1779.9578391945379
WDO_M15_F1_ema9x21,WDO,M15,F1,discovery,735,0.345578231292517,0.9251000058497805,0.8298061009429797,0.7459436624432,0.6718358392366455,-1.4046607854011812,-7.404660785401181,13.378231292517007,0.6500381424255613,0.5593711516156608,5647.520569896834
WDO_M15_F1_ema9x21,WDO,M15,F1,confirm,318,0.31761006289308175,0.8845168648463803,0.7761868612096702,0.6836596853657122,0.604266668887588,-1.8278298498072745,-7.827829849807274,14.10062893081761,0.5540323085359025,0.604266668887588,2742.646296558924
WDO_M15_F1_ema9x50,WDO,M15,F1,discovery,511,0.3659491193737769,0.9363922319465527,0.8515580332741437,0.7755560232960171,0.7072979446721057,-1.3644739361378693,-7.36447393613787,14.675146771037182,0.6801301608490519,0.6515816295565505,4197.78515461787
WDO_M15_F1_ema9x50,WDO,M15,F1,confirm,196,0.35714285714285715,0.98845381264262,0.8763509546423098,0.7792458576687873,0.6945250683416601,-0.1901992056828249,-6.190199205682825,17.01530612244898,0.6094650109417787,0.6945250683416601,1398.5700588851023
WDO_M15_F1_ema9x100,WDO,M15,F1,discovery,311,0.3954983922829582,1.1425713898128746,1.034693641335499,0.9385626474571932,0.8526082887410762,2.695983361646288,-3.304016638353712,15.82315112540193,0.8049003188897212,0.6421243303150601,1483.6214549773301
WDO_M15_F1_ema9x100,WDO,M15,F1,confirm,135,0.37037037037037035,1.1561323479342338,1.0009552134653956,0.8696597267429808,0.7582736444527872,2.01342239449645,-3.986577605503549,17.555555555555557,0.6559640039548353,0.7582736444527872,612.5434360259172
WDO_M15_F1_ema21x50,WDO,M15,F1,discovery,322,0.4192546583850932,1.0242347130013076,0.9350368130885313,0.8542432615638411,0.7809373651723059,0.5238251896034046,-5.4761748103965955,17.009316770186334,0.72924840727089,0.7345206511885239,2199.981817238434
WDO_M15_F1_ema21x50,WDO,M15,F1,confirm,125,0.4,1.25492906774479,1.1007279672283603,0.9677836011854212,0.8528448133557216,3.487616253632106,-2.512383746367895,18.832,0.6916709828014949,0.8528448133557216,799.4869659714846
WDO_M15_F1_ema21x100,WDO,M15,F1,discovery,209,0.507177033492823,1.4649966993703059,1.3350144222765399,1.217048256753057,1.1100147160057272,8.273521555606203,2.2735215556062016,19.14354066985646,1.021267824397066,0.8960781504435689,687.0484794690615
WDO_M15_F1_ema21x100,WDO,M15,F1,confirm,95,0.4421052631578947,1.0426117744877081,0.9169464034582735,0.8070204400283655,0.7102137426053516,0.6485188484992824,-5.351481151500718,20.326315789473686,0.5706649613888177,0.7102137426053516,608.863857456282
WDO_M15_F2_macd_cross,WDO,M15,F2,discovery,1231,0.346872461413485,0.9560877137676645,0.8428028589774236,0.7449230891777248,0.660142541640628,-0.7010016365137894,-6.701001636513789,10.734362307067425,0.6448165409811272,0.6071590500275509,8769.42720131249
WDO_M15_F2_macd_cross,WDO,M15,F2,confirm,471,0.3354564755838641,1.0290649034275778,0.8795763271232632,0.7554095151067663,0.6516489325887355,0.36029354100401106,-5.639706458995988,11.853503184713375,0.6034019084398149,0.6516489325887355,2697.331698224325
WDO_M15_F2_macd_cross_zerofilter,WDO,M15,F2,discovery,442,0.3416289592760181,1.1089726795002035,0.9664884234192503,0.8457523272984064,0.7429528619145462,1.4981817038781033,-4.501818296121895,8.228506787330316,0.7084765073497487,0.5026119927870136,2077.9710742213247
WDO_M15_F2_macd_cross_zerofilter,WDO,M15,F2,confirm,146,0.2945205479452055,1.1918958813137488,1.0233726154602745,0.8853157393029003,0.770884627402237,2.312400880978192,-3.6875991190218085,8.657534246575343,0.6174341347354321,0.770884627402237,829.8978166190157
WDO_M15_F3a_bb20_mr,WDO,M15,F3a,discovery,763,0.5334207077326344,0.9819267178444793,0.8889000283882075,0.8033469521578724,0.7247234428906371,-0.3699342103100164,-6.369934210310016,13.688073394495413,0.707434459660219,0.5816170741037341,5286.03842671323
WDO_M15_F3a_bb20_mr,WDO,M15,F3a,confirm,328,0.5640243902439024,0.9832234753198039,0.8738791916471085,0.7742017404682058,0.6834588982599356,-0.29125767079461085,-6.29125767079461,13.542682926829269,0.6536977559675324,0.6834588982599356,2129.2086661263756
WDO_M15_F3b_bb20_breakout,WDO,M15,F3b,discovery,763,0.37745740498034075,1.0184059378638715,0.9233566205316224,0.8384629082489301,0.7625124279040758,0.3699342103100164,-5.630065789689984,13.688073394495413,0.7415757496523888,0.5940804765471414,4485.481394372328
WDO_M15_F3b_bb20_breakout,WDO,M15,F3b,confirm,328,0.3384146341463415,1.017062778810015,0.9066835425379552,0.8107780042390271,0.7269845564746131,0.29125767079461085,-5.708742329205389,13.542682926829269,0.6685635222413222,0.7269845564746131,2106.3131637521337
WDO_M15_F4a_rsi14_70_30,WDO,M15,F4a,discovery,351,0.46438746438746437,0.8704524266910932,0.7987164372467743,0.7327092652853597,0.67184995940596,-3.2520612583426267,-9.252061258342627,18.817663817663817,0.6406178639566489,0.5661689402674529,3396.906554881253
WDO_M15_F4a_rsi14_70_30,WDO,M15,F4a,confirm,154,0.4675324675324675,0.7608864403789013,0.6892445516310366,0.6233911045531626,0.5631989154253829,-5.637019342092318,-11.637019342092318,20.266233766233768,0.523055791376178,0.5631989154253829,1869.1481962961975
WDO_M15_F4b_rsi2_connors,WDO,M15,F4b,discovery,1702,0.48413631022326675,0.9229622895348524,0.757491201710762,0.6154325091643469,0.49566699594638597,-0.8409748905977907,-6.84097489059779,4.438895417156287,0.4858128808564793,0.41354634126255635,11729.950908137595
WDO_M15_F4b_rsi2_connors,WDO,M15,F4b,confirm,729,0.45267489711934156,1.0322913476847022,0.7992163243615479,0.6085782470981839,0.45760370976341935,0.2556634734414991,-5.7443365265585005,4.364883401920439,0.43906566357048804,0.45760370976341935,4191.852824061125
WDO_M15_F4c_rsi14_cross50,WDO,M15,F4c,discovery,1664,0.23076923076923078,0.9710455341722167,0.8233324070180102,0.705576499019775,0.6102036526588188,-0.3413445057404474,-6.341344505740447,7.180889423076923,0.5961233899358503,0.5657020778934885,10640.156883877067
WDO_M15_F4c_rsi14_cross50,WDO,M15,F4c,confirm,683,0.19326500732064422,0.9322260715475745,0.7543848921488737,0.6220146174353399,0.5208285289314778,-0.620418224271486,-6.620418224271486,7.137628111273792,0.488478739806266,0.5208285289314778,4523.029683322306
WDO_M15_F5a_vwap_cross,WDO,M15,F5a,discovery,2204,0.2277676950998185,1.0572965425807943,0.9012452717177549,0.7767237765263441,0.6756854214540119,0.6807770106006027,-5.319222989399397,7.419691470054446,0.6642895069278201,0.6203336624241518,11808.399824144672
WDO_M15_F5a_vwap_cross,WDO,M15,F5a,confirm,920,0.20652173913043478,0.9768279779051229,0.8027361451093558,0.6709281374413502,0.5683135298186165,-0.22596385172268538,-6.225963851722686,7.381521739130434,0.5387873748911403,0.5683135298186165,5841.653352244928
WDO_M15_F5b_vwap_stretch_k1.0,WDO,M15,F5b,discovery,1224,0.5645424836601307,0.9772934602055424,0.853722715551271,0.7423175088197788,0.6419239222462266,-0.3462476375199088,-6.346247637519909,10.001633986928105,0.6291024998496769,0.554602501511533,7814.240214651848
WDO_M15_F5b_vwap_stretch_k1.0,WDO,M15,F5b,confirm,496,0.530241935483871,0.7989372898491962,0.6702897866616679,0.556848062053113,0.45747043372629376,-2.7142033142946183,-8.714203314294616,10.816532258064516,0.4439685941704708,0.45747043372629376,4366.147122920319
WDO_M15_F5b_vwap_stretch_k1.5,WDO,M15,F5b,discovery,744,0.5403225806451613,0.9475846653453496,0.8419062740206841,0.7457382120076854,0.6584523594677227,-0.9268884374888374,-6.926888437488837,12.788978494623656,0.6446400422673012,0.5683655353196302,5252.352049341142
WDO_M15_F5b_vwap_stretch_k1.5,WDO,M15,F5b,confirm,301,0.4950166112956811,0.7084339435953478,0.6077373944778084,0.5188069879541607,0.4394083671184567,-4.728290998236482,-10.728290998236485,14.079734219269103,0.4229401287684916,0.4394083671184567,3307.2530828439603
WDO_M15_F6i_adxgt25_ema9x21,WDO,M15,F6i_adx_trend,discovery,173,0.4277456647398844,1.046739443931844,0.9528859226350714,0.867974567677494,0.7910391180097642,0.9709241941220498,-5.029075805877951,16.30635838150289,0.7088842618338377,0.6293367464289197,1377.8792592471318
WDO_M15_F6i_adxgt25_ema9x21,WDO,M15,F6i_adx_trend,confirm,77,0.2727272727272727,0.6592792826271365,0.5829684034749053,0.5176365206290374,0.461131275692464,-6.382152969574165,-12.382152969574165,16.01298701298701,0.33619087185538715,0.461131275692464,925.2033264559157
WDO_M15_F6i_adxgt25_ema21x50,WDO,M15,F6i_adx_trend,discovery,90,0.4444444444444444,1.1786162213894529,1.0818433888633963,0.993622532925644,0.913009210724089,3.8492281723955606,-2.150771827604438,18.455555555555556,0.7474809217969827,0.4764769080766244,717.0805779405416
WDO_M15_F6i_adxgt25_ema21x50,WDO,M15,F6i_adx_trend,confirm,34,0.47058823529411764,2.113213432634389,1.8632161796826827,1.6454463820918326,1.4595982939658316,12.63602420894761,6.63602420894761,22.058823529411764,0.8989816187575158,1.4595982939658316,148.43756297309005
WDO_M15_F6ii_adxlt20_bb20mr,WDO,M15,F6ii_adx_range,discovery,330,0.5454545454545454,0.9554309193642961,0.858839783842922,0.7703613105709658,0.6892519526239932,-0.8669795655607873,-6.866979565560786,13.366666666666667,0.6533115209721319,0.5564716386586258,2514.686876961967
WDO_M15_F6ii_adxlt20_bb20mr,WDO,M15,F6ii_adx_range,confirm,117,0.5726495726495726,1.1635995191140291,1.0282524507896476,0.906244218400722,0.7961644404516433,2.444967989591192,-3.5550320104088073,12.52991452991453,0.7154017468782157,0.7961644404516433,702.5280317596823
WDO_M15_F6ii_adxlt20_rsi14_70_30,WDO,M15,F6ii_adx_range,discovery,66,0.48484848484848486,0.8651402710443831,0.7808807182167432,0.7038055431386666,0.6337188135861609,-2.882230913962391,-8.882230913962388,19.075757575757574,0.5412450963154902,0.5935813680320619,847.4009198341062
WDO_M15_F6ii_adxlt20_rsi14_70_30,WDO,M15,F6ii_adx_range,confirm,25,0.52,0.7690634295068035,0.683170374606935,0.6052636793228144,0.5339384402693488,-4.592471349583649,-10.592471349583647,21.64,0.3566827122464373,0.5339384402693488,262.2692546018849
WDO_M15_F6ii_adxlt20_vwapstretch_k1.0,WDO,M15,F6ii_adx_range,discovery,506,0.5711462450592886,1.0985608129152722,0.9556024935083167,0.8277612044888235,0.7133610701085279,1.3546122000616008,-4.645387799938399,10.015810276679842,0.6915609516599035,0.5396516103246498,2565.1631733368754
WDO_M15_F6ii_adxlt20_vwapstretch_k1.0,WDO,M15,F6ii_adx_range,confirm,185,0.518918918918919,0.8770652429611293,0.7271428048828893,0.5974199642967349,0.4854551645207582,-1.4572608503592581,-7.457260850359258,10.875675675675677,0.44533607602939684,0.4854551645207582,1391.8026655106974
WDO_M15_F6iii_ema200filter_ema9x21,WDO,M15,F6iii_ema200,discovery,381,0.3674540682414698,0.9314904513891951,0.8320970685021847,0.7446925796708702,0.6675367489780201,-1.2393291282023413,-7.239329128202343,13.430446194225722,0.6294384015534783,0.5438665586151996,2884.9637091742366
WDO_M15_F6iii_ema200filter_ema9x21,WDO,M15,F6iii_ema200,confirm,177,0.327683615819209,1.0055637355033507,0.8924886436045192,0.7947272030295368,0.710046998677863,0.09168015455840947,-5.90831984544159,14.6045197740113,0.6224363113872535,0.710046998677863,1341.3762647766562
WDO_M15_F6iii_ema200filter_ema9x50,WDO,M15,F6iii_ema200,discovery,269,0.40148698884758366,1.071395418898871,0.9725509668525246,0.8838162139800136,0.8040845914091723,1.4225487925694684,-4.5774512074305305,15.717472118959108,0.7523488765861871,0.7512441548210587,1497.8940764133492
WDO_M15_F6iii_ema200filter_ema9x50,WDO,M15,F6iii_ema200,confirm,112,0.375,1.1079509006717974,0.9891255958968637,0.8854795517210744,0.7944842556495714,1.8049672848622496,-4.195032715137751,18.544642857142858,0.6467087291596254,0.7944842556495714,816.9025663291585
