date,year,ret_am_win,ret_pm_win,ret_day_win,z_ret_day_win,is_roll_win,missing_bar13_win,ret_am_wdo,ret_pm_wdo,ret_day_wdo,z_ret_day_wdo,is_roll_wdo,missing_bar13_wdo,div,combo_am,combo_day,excl_am_nan,excl_am_zero,excl_day_nan,excl_day_zero
2022-05-13,2022,0.003840281312173177,-0.006637168141592875,-0.002822375422199652,-0.2344647817824582,False,False,-0.0085445188853287,-0.003329742434629357,-0.011845810272842039,-1.1088960368873906,False,False,-1.3433608186698487,"(+,-)","(-,-)",False,False,False,False
2022-05-16,2022,0.014733906576806843,0.00128252106998894,0.016035324192423817,1.3359520199648676,False,False,-0.0029388714733542542,-0.00098251129887994,-0.003918495297805635,-0.363665530590116,False,False,0.9722864893747516,"(+,-)","(+,-)",False,False,False,False
2022-05-17,2022,-0.0031728764391261155,0.000818479447071585,-0.0023569939262079176,-0.19406508505706158,False,False,-0.009353233830845742,-0.003917235837685773,-0.013233830845771122,-1.2330731891974396,False,False,-1.4271382742545011,"(-,-)","(-,-)",False,False,False,False
2022-05-18,2022,-0.011349075599487501,-0.009766709868542889,-0.021004942339374,-1.7338609479541511,False,False,0.0031165175429777037,-0.000601322910402935,0.002513320599175639,0.23213992632721883,False,False,-1.5017210216269323,"(-,+)","(-,+)",False,False,False,False
2022-05-19,2022,0.010883843122537096,0.0011137924633377594,0.012009757928316711,0.9716112546855608,False,False,-0.007366296670030303,0.006506048592050506,-0.000908173562058523,-0.08393697033231232,False,False,0.8876742843532485,"(+,-)","(+,-)",False,False,False,False
2022-05-20,2022,0.0013805798435342354,0.005606617647058831,0.006994937873907148,0.5637119865006988,False,False,-0.008944907501524657,0.0036923076923076614,-0.0052856271599919236,-0.48902971308647,False,False,0.07468227341422878,"(+,-)","(+,-)",False,False,False,False
2022-05-23,2022,0.009450249886415296,0.003240615716986195,0.012721490231712762,1.0262918163927792,False,False,-0.00998970133882593,0.004369083532716145,-0.005664263645726031,-0.5242220817514407,False,False,0.5020697346413385,"(+,-)","(+,-)",False,False,False,False
2022-05-24,2022,0.0004990925589836159,0.010067570631717482,0.010571687840290389,0.8502048843763119,False,False,-0.0014438943894389267,-0.0022722577979755743,-0.003712871287128716,-0.3435665886517914,False,False,0.5066382957245206,"(+,-)","(+,-)",False,False,False,False
2022-05-25,2022,0.00239137300906922,-0.0016654663305725181,0.0007219239272662215,0.05802473835784782,False,False,0.001546391752577314,-0.005249613998970615,-0.003711340206185576,-0.34426520552696194,False,False,-0.2862404671691141,"(+,+)","(+,-)",False,False,False,False
2022-05-26,2022,0.008116591928251093,0.002090654330323405,0.010224215246636748,0.8310659140778061,False,False,-0.006432869890018678,-0.0029239766081871066,-0.009338036937123873,-0.8688642123966319,False,False,-0.03779829831882586,"(+,-)","(+,-)",False,False,False,False
2022-05-27,2022,0.0022707034728406406,-0.0007551863533383774,0.0015138023152270197,0.12529933084551664,False,False,-0.00786905886056033,0.0008460236886633776,-0.007029692582100511,-0.6588300480793641,False,False,-0.5335307172338475,"(+,-)","(+,-)",False,False,False,False
2022-05-30,2022,-0.017709667446893063,-0.001843359410125034,-0.019520381574879675,-1.6376666929648702,False,False,0.006257291335242332,0.002318718381113083,0.008590518612790365,0.8092299237762927,False,False,-0.8284367691885776,"(-,+)","(-,+)",False,False,False,False
2022-05-31,2022,0.007323209632491778,-0.002720663663529743,0.004582621978614476,0.3767581950123413,False,False,-0.006972629826204613,0.0011527981555230493,-0.005827869705484434,-0.5535997352234503,True,False,-0.17684154021110898,"(+,-)","(+,-)",False,False,False,False
2022-06-01,2022,-0.005215065745486913,0.0026436060578904907,-0.002585246266993524,-0.212178156925451,False,False,0.014242329039690027,0.0035105833763551253,0.017802911299612534,1.6884315807973183,False,False,1.4762534238718672,"(-,+)","(-,+)",False,False,False,False
2022-06-02,2022,0.004411764705882337,0.001508496384045488,0.005926916221033807,0.5099876633945857,False,False,-0.0018633540372671176,0.0038373781373159943,0.001966873706004124,0.18274646326268343,False,False,0.6927341266572691,"(+,-)","(+,+)",False,False,False,False
2022-06-03,2022,-0.0047669963467878995,0.0004924123729799224,-0.004276931301790965,-0.36790199060911427,False,False,-0.004732510288065872,-0.00516849286747989,-0.00987654320987652,-0.9189839769364749,False,False,-1.2868859675455893,"(-,-)","(-,-)",False,False,False,False
2022-06-06,2022,-0.01470261626615732,-0.0019835902984401965,-0.01665704259761025,-1.4463343349006956,False,False,0.008342022940563076,-0.0008273009307135926,0.00750782064650668,0.6943885670036689,False,False,-0.7519457678970267,"(-,+)","(-,+)",False,False,False,False
2022-06-07,2022,0.0021780560849442576,-0.0007244408222403242,0.0014520373899626904,0.12425336487803286,False,False,0.01841887417218535,-0.0030481609428978373,0.01531456953642385,1.4108630075388717,False,False,1.5351163724169046,"(+,+)","(+,+)",False,False,False,False
2022-06-08,2022,-0.0017253121452894815,-0.00977850548051118,-0.011486946651532381,-1.0155560998149726,False,False,-0.0011200488748599469,0.00570846075433229,0.004582018124427156,0.42156063223872886,False,False,-0.5939954675762438,"(-,-)","(-,+)",False,False,False,False
2022-06-09,2022,-0.012090680100755646,-0.001390756107737201,-0.013464621021296086,-1.2031462110793731,False,False,-0.0018261134219336173,0.003353999390181883,0.0015217611849447366,0.14160107987075046,False,False,-1.0615451312086226,"(-,-)","(-,+)",False,False,False,False
2022-06-10,2022,-0.020213259156235508,-0.0020819532506860527,-0.022253129346314293,-1.979918142933454,False,False,0.017826395219284974,-0.001393173450094487,0.016408386508659945,1.540129429258588,False,False,-0.43978871367486594,"(-,+)","(-,+)",False,False,False,False
2022-06-13,2022,-0.004343629343629307,-0.0033931168201648543,-0.007722007722007707,-0.6711646767474534,False,False,0.012041058033951835,0.0029256875365710755,0.015001973943939984,1.3939262672057349,False,False,0.7227615904582815,"(-,+)","(-,+)",False,False,False,False
2022-06-14,2022,-0.006116504854368987,-0.002930546058415584,-0.009029126213592198,-0.7980304375735384,False,False,0.003794512551079876,-0.0029078220412910305,0.0008756567425569628,0.08035403869960141,False,False,-0.717676398873937,"(-,+)","(-,+)",False,False,False,False
2022-06-15,2022,0.001478090878748839,0.0011426394972386955,0.0026224193010060404,0.2420320650993805,True,False,0.003223285798007458,-0.011293934378346804,-0.008107052158624728,-0.7453902207757609,False,False,-0.5033581556763804,"(+,+)","(+,-)",False,False,False,False
2022-06-17,2022,-0.021296206461627998,0.004560099132589812,-0.01683322014165134,-1.5737550328949756,False,False,0.004965920155793668,0.0023253560701481657,0.007302823758519983,0.6849301694794054,False,False,-0.8888248634155702,"(-,+)","(-,+)",False,False,False,False
2022-06-20,2022,0.006554630131585526,-0.0036231884057971175,0.002907693065891337,0.2700039540527721,False,False,-0.0004837929366231508,0.008325266214908034,0.007837445573294577,0.734287115645699,False,False,1.0042910696984713,"(+,-)","(+,+)",False,False,False,False
2022-06-21,2022,-0.008536585365853666,0.006543665436654411,-0.00204878048780488,-0.19042666969554595,False,False,-0.008086253369272267,-0.0017468944099379158,-0.009819021948402007,-0.9430529138641851,False,False,-1.133479583559731,"(-,-)","(-,-)",False,False,False,False
2022-06-22,2022,0.011260587942202305,-0.0066022861647615505,0.004583956153462854,0.43440181004055317,False,False,-0.0017369487600116251,0.006863218946350891,0.0051143491267007235,0.48688731866674884,False,False,0.921289128707302,"(+,-)","(+,+)",False,False,False,False
2022-06-23,2022,-0.008917574025718134,-0.0137204215549811,-0.022515642705818628,-2.125267985749165,False,False,0.0012479600652779421,0.007382550335570448,0.00863972352884712,0.8419270024003691,False,False,-1.2833409833487959,"(-,+)","(-,+)",False,False,False,False
2022-06-24,2022,-0.0006000000000000449,0.006603962377426553,0.006000000000000005,0.5506466710286128,False,False,0.0016221374045801706,0.0010479184528913166,0.0026717557251907387,0.2595794796776174,False,False,0.8102261507062302,"(-,+)","(+,+)",False,False,False,False
2022-06-27,2022,0.01132542037586548,0.0068463005525942755,0.01824925816023737,1.6676238015707991,False,False,-0.006476190476190524,0.006039110429447936,-0.0004761904761905189,-0.04628398049394908,False,False,1.6213398210768502,"(+,-)","(+,-)",False,False,False,False
2022-06-28,2022,-0.01179769848177159,-0.0007828554653097619,-0.012571318054346747,-1.1209469454736114,False,False,0.003625608243488232,0.0027569160566593975,0.006392519797729257,0.6211652712720664,False,False,-0.49978167420154496,"(-,+)","(-,+)",False,False,False,False
2022-06-29,2022,-0.009498629063846464,0.0,-0.009498629063846464,-0.8415520404243966,False,False,-0.0022831050228310223,-0.010869565217391353,-0.013127853881278573,-1.2812680217061654,False,False,-2.122820062130562,"(-,-)","(-,-)",False,False,False,False
2022-06-30,2022,0.0017486884836372951,-0.009476309226932655,-0.007744191856107974,-0.6919468875851724,False,False,-9.500285008545717e-05,0.006840855106888366,0.00674520235607079,0.6638080364182996,True,False,-0.02813885116687287,"(+,-)","(-,+)",False,False,False,False
2022-07-01,2022,0.00045346903814169615,0.014403706688154605,0.014863707361314038,1.3268388281952836,False,False,0.0046948356807512415,0.004299065420560799,0.00901408450704233,0.903475808423367,False,False,2.2303146366186506,"(+,+)","(+,+)",False,False,False,False
2022-07-04,2022,0.0005988621618924217,-0.007481296758104716,-0.0068869148617626275,-0.6113919249395317,False,False,-0.000655124005615404,0.0061809327589437135,0.005521759475900723,0.5564969230495204,False,False,-0.054895001890011286,"(+,-)","(-,+)",False,False,False,False
2022-07-05,2022,-0.009532936547967275,0.013393084483373174,0.003732472510844298,0.3309712782293209,False,False,0.006394810009267893,-0.00027626853301410126,0.006116774791473656,0.6250182573924782,False,False,0.9559895356217991,"(-,+)","(+,+)",False,False,False,False
2022-07-06,2022,-0.0008069803802894793,0.009085861390136785,0.00827154889796744,0.7332462404617534,False,False,0.009555310547592732,-0.005551510738987964,0.003950753399485585,0.40547016295822363,False,False,1.138716403419977,"(-,+)","(+,+)",False,False,False,False
2022-07-07,2022,0.012308914036132546,0.00441262992743674,0.01677585864601938,1.4784197798928658,False,False,-0.010012860554841074,-0.0024125452352231624,-0.012401249311041695,-1.2871986122924202,False,False,0.1912211676004456,"(+,-)","(+,-)",False,False,False,False
2022-07-08,2022,-0.0035276825085742702,-0.0027042973743730547,-0.006222439980401728,-0.5362610445151846,False,False,-0.011405786350148328,-0.00806678547978612,-0.01938056379821962,-1.9828463643189744,False,False,-2.519107408834159,"(-,-)","(-,-)",False,False,False,False
2022-07-11,2022,-0.006415995225305893,-0.007008059268158395,-0.013379090818661066,-1.1539862179810074,False,False,0.005708403518622562,0.006606494835768029,0.012352610892756966,1.2174259428515095,False,False,0.06343972487050209,"(-,+)","(-,+)",False,False,False,False
2022-07-12,2022,0.007089684509039351,0.00261477347010608,0.009722995898111098,0.8327501828943853,False,False,0.007302643741911696,0.0032118931816096374,0.010537992235163607,1.029353035457962,False,False,1.8621032183523474,"(+,+)","(+,+)",False,False,False,False
2022-07-13,2022,-0.003911539040168499,-0.006494487237577395,-0.01038062283737029,-0.882705035109618,False,False,-0.007343491830365312,0.002219345293138497,-0.005140444281255707,-0.4990463224656951,False,False,-1.381751357575313,"(-,-)","(-,-)",False,False,False,False
2022-07-14,2022,-0.008023713395001741,-0.002060793405461059,-0.010067971584811208,-0.852604883828759,False,False,-0.009090909090909038,-0.0008256880733944483,-0.009909090909090867,-0.9642855661109001,False,False,-1.8168904499396592,"(-,-)","(-,-)",False,False,False,False
2022-07-15,2022,0.0023673511399311398,0.001848333932330526,0.004220060727703201,0.35611360542848935,False,False,-0.0046944035346097035,0.004624063627115538,-9.204712812960203e-05,-0.008862369790148537,False,False,0.3472512356383408,"(+,-)","(+,-)",False,False,False,False
2022-07-18,2022,0.0014191586416625324,-0.012501265310254084,-0.011099847947288355,-0.9423025997737079,False,False,-0.0001853568118628246,0.011772339636633378,0.011584800741427204,1.1199375356955863,False,False,0.1776349359218784,"(+,-)","(-,+)",False,False,False,False
2022-07-19,2022,0.0027500509268689743,0.00929405789740989,0.012069667956813968,1.0285940282379566,False,False,-0.003316138540899072,0.003696857670979714,0.0003684598378776993,0.03681861998501254,False,False,1.065412648222969,"(+,-)","(+,+)",False,False,False,False
2022-07-20,2022,0.00045500505561180127,-0.0017686593562079578,-0.0013144590495449693,-0.11158310343032773,False,False,0.00027530512985229905,0.00660550458715603,0.006882628246306366,0.6950809200169327,False,False,0.5834978165866049,"(+,+)","(-,+)",False,False,False,False
2022-07-21,2022,0.0053237337119098616,0.007060722211014836,0.012422045327789899,1.0927572767141034,False,False,0.006025196275333267,0.0,0.006025196275333267,0.6238251873727034,False,False,1.7165824640868068,"(+,+)","(+,+)",False,False,False,False
2022-07-22,2022,0.00014992503748123553,-0.001099285464448152,-0.0009495252373813434,-0.0827000766874124,False,False,-0.004550418638514797,0.007313951362223348,0.0027302511831088783,0.2829693912404569,False,False,0.20026931455304448,"(+,-)","(-,+)",False,False,False,False
2022-07-25,2022,0.004680575611213378,0.0019328938890816882,0.0066225165562914245,0.5801141898181055,False,False,-0.013226306667882826,-0.00822702902569794,-0.021344522484721296,-2.23548632624614,False,False,-1.6553721364280347,"(+,-)","(+,-)",False,False,False,False
2022-07-26,2022,-0.007627160616116124,0.003144183260967104,-0.004506958545886786,-0.3996353230205879,False,False,-0.002782931354359919,-0.0031627906976744447,-0.005936920222634479,-0.602729026913774,False,False,-1.002364349934362,"(-,-)","(-,-)",False,False,False,False
2022-07-27,2022,0.001534273694629995,0.01354022534097643,0.015095273447166546,1.3394278211785595,False,False,-0.00776789892372487,-0.010092435389549181,-0.017781937295273775,-1.8934718146703324,False,False,-0.5540439934917729,"(+,-)","(+,-)",False,False,False,False
2022-07-28,2022,-0.00019560858721701102,0.01247248716067495,0.012274438847865499,1.0715584963697393,False,False,-0.009020985661380654,-0.0060367957071675304,-0.015003323521033174,-1.5893290384180705,False,False,-0.5177705420483312,"(-,-)","(+,-)",False,False,False,False
2022-07-29,2022,-0.0007226129684940741,-0.0014944800655642965,-0.0022160131033818198,-0.19572867371055602,False,False,0.0039347408829175645,-0.0018162699550712258,0.0021113243761996525,0.22067433044173737,True,False,0.024945656731181348,"(-,+)","(-,+)",False,False,False,False
2022-08-01,2022,-0.0049602696845654215,-0.004694608459974825,-0.0096315916205153,-0.8738008205247901,False,False,-0.0010568793235972151,0.0069250745407329894,0.005860876249039304,0.6274860013847532,False,False,-0.24631481914003694,"(-,-)","(-,+)",False,False,False,False
2022-08-02,2022,0.013496332518337484,0.005886326353372606,0.01946210268948656,1.7557930834319737,False,False,0.007813244402096187,0.00652358891935334,0.014387803716055192,1.5517385227286584,False,False,3.307531606160632,"(+,+)","(+,+)",False,False,False,False
2022-08-03,2022,-0.0019193857965451588,0.0040865384615385025,0.002159309021113165,0.18975770860914767,False,False,0.0036841110901191243,0.002823529411764669,0.006518042697902793,0.6898939522161357,False,False,0.8796516608252833,"(-,+)","(+,+)",False,False,False,False
2022-08-04,2022,0.013906871912914287,0.011256680698103372,0.025320097827650656,2.233219005529778,False,False,-0.01313937118723607,-0.001236329053732721,-0.014359455654622266,-1.5177077096091005,False,False,0.7155112959206775,"(+,-)","(+,-)",False,False,False,False
2022-08-05,2022,-0.0007495198388531854,0.0005156814026534562,-0.0002342249496416482,-0.019859539345351052,False,False,-0.004844685095468759,-0.0068728522336769515,-0.011684240524365896,-1.2175497182275004,False,False,-1.2374092575728515,"(-,-)","(-,-)",False,False,False,False
2022-08-08,2022,0.00969696969696976,0.009234463015975525,0.01902097902097899,1.670701712804091,False,False,-0.002123142250530785,-0.004061895551257244,-0.00617641381972589,-0.6390065303138149,False,False,1.0316951824902763,"(+,-)","(+,-)",False,False,False,False
2022-08-09,2022,-0.007424381301558203,0.007341398097700624,-0.0001374885426214112,-0.011811480178878423,False,False,0.0017460471432728664,-0.001065168974532793,0.0006790183334950406,0.07090931436414337,False,False,0.059097834185264944,"(-,+)","(-,+)",False,False,False,False
2022-08-10,2022,0.011972477064220222,0.001994469878972005,0.013990825688073416,1.221206909255846,False,False,-0.011850412821758138,0.007667354762606937,-0.004273919378338986,-0.4469615736867776,False,False,0.7742453355690684,"(+,-)","(+,-)",False,False,False,False
2022-08-11,2022,-0.0019404332129964175,-0.0025772030564723547,-0.004512635379061325,-0.38931121654935047,False,False,0.011937377690802276,0.003287565267839909,0.015264187866927514,1.6205280560359518,False,False,1.2312168394866014,"(-,+)","(-,+)",False,False,False,False
2022-08-12,2022,0.011243596137280765,0.010625420309347655,0.021988484381375573,1.951510151450681,False,False,-0.012928123492522925,-0.003127748998142943,-0.016015436565364194,-1.6660149060656322,False,False,0.2854952453850488,"(+,-)","(+,-)",False,False,False,False
2022-08-15,2022,0.012869955156950663,0.002479302253508564,0.015381165919282402,1.3364009921625883,False,False,-0.0060328889753819,0.002838962310327986,-0.0032110538094775043,-0.3261735637037702,False,False,1.0102274284588182,"(+,-)","(+,-)",False,False,False,False
2022-08-16,2022,-0.00048651039363112325,0.006991459799106092,0.006501547987616041,0.5587317939702476,False,False,0.004568873335277557,0.0010644474550030036,0.005638184115874356,0.5736500910111607,False,False,1.1323818849814082,"(-,+)","(+,+)",False,False,False,False
2022-08-17,2022,0.00469789899517159,4.3295666103837505e-05,0.0047413980599417815,0.4102671920057085,True,False,-0.0010576923076922595,-0.0011550678602367803,-0.0022115384615384315,-0.22516819315821351,False,False,0.18509899884749498,"(+,-)","(+,-)",False,False,False,False
2022-08-18,2022,-0.0014682385455802027,0.0041949574017212665,0.0027205596579866764,0.23661413285515112,False,False,0.004436300511138969,-0.004128660585693722,0.0002893239463785946,0.029484099339831222,False,False,0.26609823219498235,"(-,+)","(+,+)",False,False,False,False
2022-08-19,2022,-0.01169768655418335,-0.006908082896994738,-0.018524960862758788,-1.6107608496959582,False,False,-0.0005748227629813751,-0.005559815950920255,-0.006131442805135112,-0.6258082474756552,False,False,-2.2365690971716132,"(-,-)","(-,-)",False,False,False,False
2022-08-22,2022,0.0038787338386090386,-0.0017320246924545923,0.002139991083370596,0.1829517392423836,False,False,-0.003173992497835898,-0.0018332690081049874,-0.005001442723862604,-0.5128866548937407,False,False,-0.32993491565135713,"(+,-)","(+,-)",False,False,False,False
2022-08-23,2022,0.011056076419600158,0.00450529262531707,0.01561117990447558,1.3344688650347392,False,False,-0.009621926329089314,0.004416094210009769,-0.0052483234522305855,-0.5394948892786924,False,False,0.7949739757560468,"(+,-)","(+,-)",False,False,False,False
2022-08-24,2022,0.0029623175778696886,-0.002866698518872446,8.712698758439608e-05,0.007531450623954215,False,False,-0.003319016009371345,0.0036238981390792624,0.00029285435376813496,0.030191481565173577,False,False,0.03772293218912779,"(+,-)","(+,+)",False,False,False,False
2022-08-25,2022,-0.006146121883656486,0.00304851493772329,-0.0031163434903047627,-0.26961314344564724,False,False,0.004900999803959971,-0.0013655872024970206,0.0035287198588511703,0.3650803210245753,False,False,0.09546717757892809,"(-,+)","(-,+)",False,False,False,False
2022-08-26,2022,-0.008445431195855613,0.002283004785529341,-0.006181707370162326,-0.5346842838538118,False,False,-0.0058616647127783805,-0.0034394654088050203,-0.009280969128565797,-0.9868901407187136,False,False,-1.5215744245725253,"(-,-)","(-,-)",False,False,False,False
2022-08-29,2022,0.009830717686475143,-0.002750251014973615,0.007053429730206284,0.609316203990928,False,False,-0.01042076287848992,-0.00019868865487782106,-0.010617381046008623,-1.1198365857175,False,False,-0.5105203817265721,"(+,-)","(+,-)",False,False,False,False
2022-08-30,2022,-0.01612832728703173,-0.007685473123056452,-0.02368984658420381,-2.044412527350472,False,False,0.012257100149476896,0.00935223469186841,0.021723966118584848,2.287980908551576,False,False,0.2435683812011038,"(-,+)","(-,+)",False,False,False,False
2022-08-31,2022,0.006346936038975626,-0.007772596047079694,-0.0014749921780717878,-0.12499294288751202,False,False,0.011315280464216704,-0.0001912594434350101,0.01112185686653766,1.1285838033140176,True,False,1.0035908604265056,"(+,+)","(-,+)",False,False,False,False
2022-09-01,2022,-0.013348314606741574,0.01931398897644976,0.005707865168539383,0.4835804756888334,False,False,0.003622497616777798,0.003419452887537977,0.00705433746425177,0.7227261033288007,False,False,1.2063065790176342,"(-,+)","(+,+)",False,False,False,False
2022-09-02,2022,0.017772405765959398,-0.011656036947437887,0.005909213000268698,0.5045038916490677,False,False,-0.009693974529557114,-0.0009596928982725794,-0.010644364189317579,-1.0878608846098476,False,False,-0.5833569929607799,"(+,-)","(+,-)",False,False,False,False
2022-09-05,2022,0.010381856258075972,0.0017639795378374679,0.012164149177917416,1.0507707915378186,False,False,-0.003449597546952843,-0.0017307692307692024,-0.005174396320429264,-0.5235361726995862,False,False,0.5272346188382324,"(+,-)","(+,-)",False,False,False,False
2022-09-06,2022,-0.019144243493603885,-0.005171793488037424,-0.024217026907807693,-2.15431211471488,False,False,0.011918492887351029,0.0036094224924012597,0.015570934256055269,1.6104615823323971,False,False,-0.5438505323824827,"(-,+)","(-,+)",False,False,False,False
2022-09-08,2022,-0.008322520023267277,0.0017596895727112205,-0.006577475502259622,-0.5635532353946424,False,False,0.0023845860358642224,-0.001237034922447422,0.0011446012972147201,0.11819324894962087,False,False,-0.44535998644502156,"(-,+)","(-,+)",False,False,False,False
2022-09-09,2022,0.012979482604817072,-4.403152657306286e-05,0.012934879571810942,1.1114244217703564,False,False,-0.005372217958557135,-0.001350308641975273,-0.006715272448196474,-0.693385127932802,False,False,0.41803929383755434,"(+,-)","(+,-)",False,False,False,False
2022-09-12,2022,0.005121246607721286,-0.001872577624874805,0.0032390790510374856,0.2761413056228365,False,False,-0.0009721952167995873,-0.0035033086804203695,-0.00447209799727788,-0.4625965159500017,False,False,-0.18645521032716517,"(+,-)","(+,-)",False,False,False,False
2022-09-13,2022,-0.02231871471993052,-0.0071948836383016745,-0.02935301780286581,-2.558071842933818,False,False,0.01956564273136374,0.0004797543657646397,0.02005478379964787,2.0824238716619305,False,False,-0.4756479712718873,"(-,+)","(-,+)",False,False,False,False
2022-09-14,2022,0.002194947142089232,-4.4696732668825234e-05,0.002150152302454744,0.17668261627402962,False,False,-0.002206235011990354,-0.0025956546817920145,-0.004796163069544335,-0.4828303494819927,False,False,-0.30614773320796307,"(+,-)","(+,-)",False,False,False,False
2022-09-15,2022,-0.006055984209581866,-0.0015796362323419189,-0.007626054189843856,-0.6271066242418931,False,False,0.010962592556976736,0.0019024065442785343,0.012885854409077746,1.3052261054092074,False,False,0.6781194811673142,"(-,+)","(-,+)",False,False,False,False
2022-09-16,2022,-0.0019980019980020414,0.004641004641004587,0.0026337299064571607,0.21566695602720765,False,False,0.006925996204933504,-0.0065014604730048164,0.00037950664136632284,0.037975851022197464,False,False,0.2536428070494051,"(-,+)","(+,+)",False,False,False,False
2022-09-19,2022,0.024275179773737054,0.014711800742297498,0.03934411212384914,3.3336862041760944,False,False,-0.022402108433734913,-0.0009628345850183351,-0.02334337349397586,-2.3511894086073086,False,False,0.9824967955687858,"(+,-)","(+,-)",False,False,False,False
2022-09-20,2022,0.003410097431355119,0.0011034117491282025,0.004517271922054977,0.3543165495632802,False,False,-0.01138755980861239,-0.0016455328622592136,-0.0130143540669857,-1.2562061073341304,False,False,-0.9018895577708502,"(+,-)","(+,-)",False,False,False,False
2022-09-21,2022,-0.006382042253521125,-0.0024363233665559703,-0.008802816901408494,-0.6996579036804834,False,False,0.0074692016684450024,-0.002118236087040204,0.005335144048889351,0.5089419896579823,False,False,-0.1907159140225011,"(-,+)","(-,+)",False,False,False,False
2022-09-22,2022,-0.00722594289742684,0.017841292384164653,0.010486429326753699,0.8378335847447224,False,False,0.008364945044256444,-0.010996430982926575,-0.0027234704795253695,-0.26008781987336904,False,False,0.5777457648713533,"(-,+)","(+,-)",False,False,False,False
2022-09-23,2022,-0.013250883392226132,0.004834377797672262,-0.008480565371024706,-0.6803440104939196,False,False,0.012840316663448537,0.004480030502335364,0.017377872176095766,1.6790254715985675,False,False,0.998681461104648,"(-,+)","(-,+)",False,False,False,False
2022-09-26,2022,-0.010804752297691067,-0.010786802030456899,-0.02147500560412463,-1.721337057092998,False,False,0.018584905660377293,0.0001852366398074068,0.01877358490566028,1.7764754293292733,False,False,0.05513837223627527,"(-,+)","(-,+)",False,False,False,False
2022-09-27,2022,-0.01259628454916173,0.0016060939794420026,-0.011010421386497549,-0.8638367306331586,False,False,0.0023351391742947314,0.0036343304445065616,0.0059779562861945745,0.5540515861701314,False,False,-0.3097851444630272,"(-,+)","(-,+)",False,False,False,False
2022-09-28,2022,0.00730568271142551,-0.002341060362634817,0.004947519304572934,0.3863667412696235,False,False,-0.008865903213889914,0.002422661200149001,-0.006464721093461412,-0.5989243324680072,False,False,-0.21255759119838374,"(+,-)","(+,-)",False,False,False,False
2022-09-29,2022,-0.0038312407680944904,0.0019461563412259686,-0.00189254062038402,-0.14774829873552459,False,False,0.0007418397626113293,0.0006486286137878938,0.0013909495548960482,0.12892522359840555,False,False,-0.018823075137119033,"(-,+)","(-,+)",False,False,False,False
2022-09-30,2022,0.013594470046083051,0.008411002500568365,0.022119815668202758,1.7294090031846998,False,False,0.0019342359767891004,0.0014708586137157642,0.0034079395781523303,0.3162580361883397,True,False,2.0456670393730394,"(+,+)","(+,+)",False,False,False,False
2022-10-03,2022,0.008919592497048656,0.013824485373781226,0.0228673866468454,1.7705919311344411,False,False,-0.015660377358490574,-0.0023001725129384587,-0.017924528301886844,-1.67916965329746,False,False,0.09142227783698109,"(+,-)","(+,-)",False,False,False,False
2022-10-04,2022,-0.00631035066915131,-0.0034522439585730202,-0.009740809757750268,-0.7405844181969333,False,False,0.0009652509652509078,0.00433944069431047,0.005308880308880326,0.4993242041223309,False,False,-0.2412602140746024,"(-,+)","(-,+)",False,False,False,False
2022-10-05,2022,0.009433149552033004,0.005333902282910197,0.014817367332873976,1.1321614778659268,False,False,0.0004763265694960328,-0.005141877737573797,-0.004668000381061299,-0.4433661342985947,False,False,0.6887953435673321,"(+,+)","(+,-)",False,False,False,False
2022-10-06,2022,0.0030261699769840167,-0.003102026940891567,-8.524422470379545e-05,-0.00648109475375508,False,False,0.0013395847287340779,0.003153368370759635,0.004497177303607325,0.4306295340112337,False,False,0.42414843925747864,"(+,+)","(-,+)",False,False,False,False
2022-10-07,2022,0.0009357720119098634,-0.003484616692163822,-0.002552105487026779,-0.1955695013753353,False,False,0.0011462412837901503,-0.002671500810991323,-0.0015283217117203485,-0.14628837273746192,False,False,-0.3418578741127972,"(+,+)","(-,-)",False,False,False,False
2022-10-10,2022,-0.008720930232558155,0.0013800241504227095,-0.007352941176470562,-0.5672797086789471,False,False,0.0008628954937679456,-0.0019158923268511874,-0.0010546500479385879,-0.10165126160983287,False,False,-0.6689309702887799,"(-,+)","(-,-)",False,False,False,False
2022-10-11,2022,0.00186292349016548,-0.008432432432432413,-0.006585217918724573,-0.5055814294106479,False,False,0.005379442843419735,0.015860882858780734,0.02132564841498552,2.055385108128105,False,False,1.5498036787174572,"(+,+)","(-,+)",False,False,False,False
2022-10-13,2022,-0.0048064653339005,-0.008163439757233881,-0.012930667800935769,-0.9979030938736156,True,False,0.0037878787878788955,-0.003584905660377391,0.00018939393939398919,0.01780233261958072,False,False,-0.9801007612540349,"(-,+)","(-,+)",False,False,False,False
2022-10-14,2022,-0.010641493241793643,-0.012620896040248075,-0.02312808410212397,-1.772275033992134,False,False,0.003964508212195517,0.004230913877397491,0.008212195582405046,0.7719263858683899,False,False,-1.0003486481237442,"(-,+)","(-,+)",False,False,False,False
2022-10-17,2022,0.012130434782608779,-0.004166845654882123,0.007913043478260828,0.5884627188901788,False,False,-0.0023629489603024245,0.00416864045476073,0.001795841209829785,0.1685446785567328,False,False,0.7570073974469116,"(+,-)","(+,+)",False,False,False,False
2022-10-18,2022,-0.004018983282739752,0.014380768405237276,0.010303989054683882,0.7689969847026608,False,False,0.003404899271729933,-0.009802997454991025,-0.006431476402156466,-0.6051965677593208,False,False,0.1638004169433399,"(-,+)","(+,-)",False,False,False,False
