date,year,ret_am_win,ret_pm_win,ret_day_win,z_ret_day_win,is_roll_win,missing_bar13_win,ret_am_wdo,ret_pm_wdo,ret_day_wdo,z_ret_day_wdo,is_roll_wdo,missing_bar13_wdo,div,combo_am,combo_day,excl_am_nan,excl_am_zero,excl_day_nan,excl_day_zero
2021-08-24,2021,0.015389790597931219,0.004431008779195,0.019888991674375633,,False,False,-0.0159262363788768,-0.005016089343176211,-0.020862438297476027,,False,False,,"(+,-)","(+,-)",False,False,False,False
2021-08-25,2021,-0.005778199678071694,0.00784590476981184,0.0020223698873251816,,False,False,-0.004078535521198856,-0.0060952380952380425,-0.010148913971355422,,False,False,,"(-,-)","(+,-)",False,False,False,False
2021-08-26,2021,-0.005328376703841342,-0.006893401436817381,-0.012185047501032664,,False,False,0.0033473603672533603,0.004098751310647186,0.007459831675592943,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-08-27,2021,0.007459265741551091,-0.0002481800132362322,0.007209234487644212,,False,False,-0.011695350385090841,0.0017317683278814666,-0.009983835694589716,,False,False,,"(+,-)","(+,-)",False,False,False,False
2021-08-30,2021,-0.002146631439894353,-0.0019030282972033463,-0.004045574636723948,,False,False,-0.0012499999999999734,-0.0016366612111292644,-0.0028846153846153744,,False,False,,"(-,-)","(-,-)",False,False,False,False
2021-08-31,2021,-0.005657708628005631,-0.0025939251945443775,-0.008236958149596463,,False,False,-0.008450163241789932,0.0017431725740848503,-0.006721720760514693,,True,False,,"(-,-)","(-,-)",False,False,False,False
2021-09-01,2021,0.0010469011725293687,-0.002886425434009632,-0.00184254606365164,,False,False,0.005022213637241535,0.0008648856428983276,0.005891442920610501,,False,False,,"(+,+)","(-,+)",False,False,False,False
2021-09-02,2021,-0.008696015719720673,-0.011766690565560234,-0.020360382959153767,,False,False,-0.0017327685791297398,0.003278688524590123,0.0015402387370042625,,False,False,,"(-,-)","(-,+)",False,False,False,False
2021-09-03,2021,-0.01087834105298946,0.004038321089487429,-0.0068839501975949124,,False,False,-0.0007703418391911132,0.005492917028042887,0.004718343765045763,,False,False,,"(-,-)","(-,+)",False,False,False,False
2021-09-06,2021,0.004778156996587013,0.005180027173913082,0.009982935153583616,,False,False,-0.005184829572731586,0.0016407682656114364,-0.0035525684109457556,,False,False,,"(+,-)","(+,-)",False,False,False,False
2021-09-08,2021,-0.016047801963294916,-0.012492409126398929,-0.028339735381988862,,False,False,0.017365441811378668,0.006224066390041472,0.02369759186414666,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-09-09,2021,-0.009470192895173257,0.03167819535621441,0.021908003840446888,,False,False,-0.005355129650507329,-0.012657032209313357,-0.017944381811349164,,False,False,,"(-,-)","(+,-)",False,False,False,False
2021-09-10,2021,-0.010405117270788966,-0.01163492200293026,-0.021918976545842184,,False,False,0.010812898242904101,0.006303724928366838,0.017184784707472422,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-09-13,2021,0.014143598615916853,-0.004734081119119771,0.00934256055363325,,False,False,-0.005235103750237946,0.0015309539756960255,-0.003712164477441493,,False,False,,"(+,-)","(+,-)",False,False,False,False
2021-09-14,2021,0.011134995700773809,-0.0059101152259875,0.005159071367153878,,False,False,-0.0024761904761905207,0.004964674431926719,0.0024761904761905207,,False,False,,"(+,-)","(+,+)",False,False,False,False
2021-09-15,2021,-0.009858551221603062,0.0008658008658009031,-0.009001285897985434,,False,False,0.002283539486203523,-0.004841465730017092,-0.0025689819219790744,,False,False,,"(-,+)","(-,-)",False,False,False,False
2021-09-16,2021,-0.004789063520397097,0.0010061682488298196,-0.003787713875223142,,False,False,0.0028571428571428914,0.0,0.0028571428571428914,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-09-17,2021,-0.016874670416593407,-0.005855533702842863,-0.02263139391808755,,False,False,0.007785056489129305,-0.0018841262364578393,0.005886262223488092,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-09-20,2021,-0.00956915892129484,0.014330621301775093,0.004624330387802855,,False,False,0.0011254924029262536,-0.0001873711823121571,0.000937910335771841,,False,False,,"(-,+)","(+,+)",False,False,False,False
2021-09-21,2021,0.00022603978300184124,-0.0034802259887005693,-0.0032549728752260254,,False,False,-0.003946997462644486,-0.0041513350316068065,-0.008081947185414884,,False,False,,"(+,-)","(-,-)",False,False,False,False
2021-09-22,2021,0.013542600896860879,-0.005088045305725153,0.008385650224215224,,False,False,0.003420752565564511,0.0035037878787878007,0.006936526035727919,,False,False,,"(+,+)","(+,+)",False,False,False,False
2021-09-23,2021,0.013640993843837101,-0.003713898719797215,0.00987643385446657,,False,False,0.005315110098709219,0.002926737160120929,0.008257403189066093,,False,False,,"(+,+)","(+,+)",False,False,False,False
2021-09-24,2021,0.00097117379596523,0.00330760749724357,0.004281993554937635,,False,False,0.005169172932330879,-0.0008415147265077305,0.004323308270676618,,False,False,,"(+,+)","(+,+)",False,False,False,False
2021-09-27,2021,-0.004602033660589089,-0.0013649773237638385,-0.005960729312762925,,False,False,0.006477656778069774,0.006529241675216957,0.013049192639879914,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-09-28,2021,-0.010927990760072892,-0.011722434313945707,-0.022522322420150176,,False,False,0.004067671258204619,9.207255317189578e-05,0.004160118332254825,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-09-29,2021,0.011427280939475981,-0.007368374045460646,0.003974706413730766,,False,False,-0.00046210720887240875,0.000924641701340656,0.00046210720887240875,,False,False,,"(+,-)","(+,+)",False,False,False,False
2021-09-30,2021,0.002686968204209661,-0.011255024564537752,-0.008598298253470693,,False,False,0.008100892939335358,-0.0014610537850424654,0.006628003314001596,,True,False,,"(+,+)","(-,+)",False,False,False,False
2021-10-01,2021,0.010445745159837871,0.008109794135995108,0.018640252138676372,,False,False,-0.009462563160312354,-0.0007419773696901721,-0.01019751952227832,,False,False,,"(+,-)","(+,-)",False,False,False,False
2021-10-04,2021,-0.017186108637577968,0.00027181299266110237,-0.016918967052537814,,False,False,0.008597577886659824,0.004766269477543439,0.013404825737265424,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-10-05,2021,0.004501665616277961,-0.011382988258492377,-0.00693256504906814,,False,False,0.006238532110091732,0.0030999270605398532,0.009357798165137599,,False,False,,"(+,+)","(-,+)",False,False,False,False
2021-10-06,2021,-0.00013724951962668097,0.01299473804621365,0.012855705005032414,,False,False,9.033423667559326e-05,-0.00415499954836962,-0.004065040650406471,,False,False,,"(-,+)","(+,-)",False,False,False,False
2021-10-07,2021,-0.004786829508343415,-0.0022475950732715466,-0.007023665727195483,,False,False,0.006282436492761612,0.0022620340209915657,0.00855868159883455,,False,False,,"(-,+)","(-,+)",False,False,False,False
2021-10-08,2021,0.023261035520229845,-0.00820643349278094,0.014863711886478947,,False,False,0.002989672042036595,-0.0010839129256616786,0.0019025185722050253,,False,False,,"(+,+)","(+,+)",False,False,False,False
2021-10-11,2021,0.0037102473498233923,-0.013377926421404673,-0.009717314487632467,,False,False,0.0022657241254304683,0.004521204448865168,0.006797172376291405,,False,False,,"(+,+)","(-,+)",False,False,False,False
2021-10-13,2021,0.014024874305371693,-0.005349686847599178,0.008600158772162025,0.7032084956973352,True,False,0.006778129236330699,-0.007091561938958657,-0.00036150022593761655,-0.037566138041579204,False,False,0.6656423576557561,"(+,+)","(+,-)",False,False,False,False
2021-10-14,2021,-0.01014788152131485,0.004644030668127019,-0.005550977926189304,-0.4514242453367512,False,False,0.005649717514124353,0.0017216382747371473,0.0073810825587752316,0.786005648650972,False,False,0.3345814033142208,"(-,+)","(-,+)",False,False,False,False
2021-10-15,2021,0.0065726473404719155,-0.0005621621621622053,0.006006790284669661,0.48827514531689176,False,False,-0.007634975459007487,0.0029309397325516517,-0.004726413379385619,-0.503081465146037,False,False,-0.014806319829145265,"(+,-)","(+,-)",False,False,False,False
2021-10-18,2021,0.002868068833651982,-0.0008666262241094902,0.001998957065878715,0.1623959755782638,False,False,0.009580291970803012,-0.0015363759602349258,0.008029197080291928,0.8602043911841395,False,False,1.0226003667624033,"(+,+)","(+,+)",False,False,False,False
2021-10-19,2021,-0.01793019409870311,-0.006026765931046674,-0.023848898946818742,-1.9366498052216174,False,False,0.0015301530153015719,0.005751774961804568,0.007290729072907398,0.778539160899582,False,False,-1.1581106443220355,"(-,+)","(-,+)",False,False,False,False
2021-10-20,2021,-0.0027137645698015467,-0.017977427844939053,-0.02064240590799893,-1.648976737638007,False,False,-0.0059907010014306206,0.008635423225690442,0.0025929899856937944,0.276187669030054,False,False,-1.372789068607953,"(-,-)","(-,+)",False,False,False,False
2021-10-21,2021,0.004743046601584089,-0.003987350474357165,0.0007367839381100527,0.05827182761914001,False,False,-0.0030856034558758294,0.002299257163070445,-0.0007934408886537403,-0.08470813280004943,False,False,-0.026436305180909427,"(+,-)","(+,-)",False,False,False,False
2021-10-22,2021,-0.02489568845618917,0.017448770978937933,-0.007881316643486347,-0.6240143559236906,False,False,0.006766256590509556,-0.012394169503360364,-0.005711775043936718,-0.611981097736651,False,False,-1.2359954536603417,"(-,+)","(-,-)",False,False,False,False
2021-10-25,2021,0.00949909642741309,0.006058936931974568,0.015615587785552165,1.2432536785030741,False,False,-0.009627274333156688,-0.0077588513332739195,-0.01731142907613492,-1.8716814469793333,False,False,-0.6284277684762591,"(+,-)","(+,-)",False,False,False,False
2021-10-26,2021,-0.01692666636168172,0.0005118898040858966,-0.016423441145523632,-1.2854097313967408,False,False,0.0051277437927312874,-0.0027745457800053552,0.002338970852824751,0.2442304213278819,False,False,-1.0411793100688589,"(-,+)","(-,+)",False,False,False,False
