config,F,sizing,construction,net_ann_0bps,sharpe_0bps,maxdd_0bps,net_ann_3bps,sharpe_3bps,maxdd_3bps,net_ann_6bps,sharpe_6bps,maxdd_6bps,n_rebal_full,wf_pct_positive,wf_n_windows,gate1_wf_pct,gate2_sharpe,gate3_maxdd,gate4_thirds,gate5_consistency,gate5_net_adj,gate5_sign_match_pct,gate6_bootstrap,boot_ci_lo,boot_ci_hi,boot_point,overlap_n_days,all_gates_pass
proxy_F5_fixed_1x,5,fixed_1x,proxy,0.10351272497982311,0.7180739981593947,-0.31075809783803565,0.0977725654357493,0.6841819974657432,-0.3234624316090742,0.09205998911371971,0.6502282735221093,-0.3359383385353599,1138,0.7727272727272727,22.0,True,False,False,True,True,0.01090976473353189,0.8132250580046404,True,0.03399391228864232,0.18299449164691942,0.10728072701809444,862.0,False
proxy_F5_voltarget_10pct_cap3x,5,voltarget_10pct_cap3x,proxy,0.1004060706581924,0.8818475744449484,-0.21867581607379494,0.09343785913636338,0.8274437059841198,-0.22877143802815203,0.08651136821012484,0.7728777635219164,-0.23885233837924613,1138,0.8181818181818182,22.0,True,False,False,True,True,0.019135430911359164,0.8132250580046404,True,0.039574109036991316,0.1511899172810713,0.09511702307011327,862.0,False
proxy_F21_fixed_1x,21,fixed_1x,proxy,0.1090356087619786,0.751428665893295,-0.4139758783542763,0.10414561922922005,0.7226782539798556,-0.42235608159649196,0.09927544351899487,0.6938775094878575,-0.4306202434283447,270,0.8636363636363636,22.0,True,False,False,True,False,0.03378836490513182,0.7679814385150812,True,0.03992191917968427,0.19298682252315136,0.1145506436092687,862.0,False
proxy_F21_voltarget_10pct_cap3x,21,voltarget_10pct_cap3x,proxy,0.10557489857861824,0.875801528900233,-0.29478462629676916,0.10017280879564816,0.8362411594891531,-0.3023968453568906,0.09479522098929194,0.7965761762579544,-0.30992925254548864,270,0.9090909090909091,22.0,True,False,False,True,False,0.059501429253045135,0.7679814385150812,True,0.046012622567222,0.17466922306677776,0.105998298111591,862.0,False
adjprop_F5_fixed_1x,5,fixed_1x,adjprop,0.02089268109617115,0.22048066554513332,-0.25497823076349546,0.01588997713157614,0.18418195743187837,-0.2587690033877912,0.01090976473353189,0.14789612118690784,-0.2625421489589792,146,,,,,,,,,,,,,,,
adjprop_F5_voltarget_10pct_cap3x,5,voltarget_10pct_cap3x,adjprop,0.028484149041748674,0.33570374319176255,-0.15831475926234417,0.023799752629810822,0.2890925731907328,-0.16098248250634706,0.019135430911359164,0.24245347735074468,-0.16364228019369942,146,,,,,,,,,,,,,,,
adjprop_F21_fixed_1x,21,fixed_1x,adjprop,0.04234946792782113,0.3779693927069946,-0.1488747225640935,0.03806089719243255,0.3469667855881678,-0.14964050553294161,0.03378836490513182,0.3159527015626245,-0.15040582903202226,34,,,,,,,,,,,,,,,
adjprop_F21_voltarget_10pct_cap3x,21,voltarget_10pct_cap3x,adjprop,0.06722611548128854,0.7075066953593095,-0.09874363207146286,0.06335733736419291,0.6708316487721129,-0.10200065951705284,0.059501429253045135,0.6340808829009367,-0.10524711790821861,34,,,,,,,,,,,,,,,
