date,pos,ret,equity,window
2023-07-07,1,0.003939871322401452,1.2919303513743128,CONFIRM
2023-07-10,1,0.001617392355844656,1.2940199096489093,CONFIRM
2023-07-11,1,-0.004085582358232113,1.2887330847348466,CONFIRM
2023-07-12,1,0.018508131390055,1.3125851259938301,CONFIRM
2023-07-13,1,0.0007216761396442188,1.3135323873605118,CONFIRM
2023-07-14,1,0.0019916774568523327,1.316148520205263,CONFIRM
2023-07-17,1,-0.006888432237776824,1.3070823203089788,CONFIRM
2023-07-18,1,0.005729718374588773,1.3145715338967532,CONFIRM
2023-07-19,1,0.0011381518046826593,1.3160677158604424,CONFIRM
2023-07-20,1,0.002638845670905084,1.3195406154550584,CONFIRM
2023-07-21,1,0.0035631134067331833,1.3242422883127152,CONFIRM
2023-07-24,1,0.006066846453049864,1.3322762629425438,CONFIRM
2023-07-25,1,-0.0005162842361686999,1.3315884297097649,CONFIRM
2023-07-26,1,0.003000476123995984,1.3355838290000983,CONFIRM
2023-07-27,1,0.0038005562164515633,1.3406597904239967,CONFIRM
2023-07-28,1,-0.0007843820711456435,1.3396082009208823,CONFIRM
2023-07-31,1,-0.0031322731342041926,1.3354121821427782,CONFIRM
2023-08-01,1,-0.006811374825475584,1.3263161892236974,CONFIRM
2023-08-02,1,-0.006635566220904025,1.3175153303202465,CONFIRM
2023-08-03,1,-0.01457075242445402,1.2983181406267275,CONFIRM
2023-08-04,1,0.004131266483563573,1.3036818388461011,CONFIRM
2023-08-07,1,-0.007970930500078549,1.2932902815144443,CONFIRM
2023-08-08,1,-0.0039450572099419545,1.2881881773648078,CONFIRM
2023-08-09,1,0.004382843534943587,1.293834104589762,CONFIRM
2023-08-10,1,0.010418323757907993,1.3073136871804012,CONFIRM
2023-08-11,1,-0.007965792295742541,1.2968998978829407,CONFIRM
2023-08-14,1,-0.011230485350104152,1.2823350825792148,CONFIRM
2023-08-15,1,-0.006410865728192688,1.2741142045462486,CONFIRM
2023-08-16,1,0.001081589973879554,1.2754922736954635,CONFIRM
2023-08-17,1,-0.0006054605610778809,1.2747200134277812,CONFIRM
2023-08-18,1,0.00212536683116607,1.2774292610633442,CONFIRM
2023-08-21,1,-0.002195083952131166,1.2746251965924011,CONFIRM
2023-08-22,1,0.008624107965386513,1.2856177019032162,CONFIRM
2023-08-23,1,0.009463090456843598,1.2977836185092457,CONFIRM
2023-08-24,1,0.004954234708337807,1.3042131431559765,CONFIRM
