date,pos,ret,equity,window
2021-07-19,0,0.0,1.0,real-check
2021-07-20,0,0.0,1.0,real-check
2021-07-21,0,0.0,1.0,real-check
2021-07-22,0,0.0,1.0,real-check
2021-07-23,0,0.0,1.0,real-check
2021-07-26,0,0.0,1.0,real-check
2021-07-27,0,0.0,1.0,real-check
2021-07-28,0,0.0,1.0,real-check
2021-07-29,0,0.0,1.0,real-check
2021-07-30,0,0.0,1.0,real-check
2021-08-02,0,0.0,1.0,real-check
2021-08-03,0,0.0,1.0,real-check
2021-08-04,0,0.0,1.0,real-check
2021-08-05,0,0.0,1.0,real-check
2021-08-06,0,0.0,1.0,real-check
2021-08-09,0,0.0,1.0,real-check
2021-08-10,0,0.0,1.0,real-check
2021-08-11,0,0.0,1.0,real-check
2021-08-12,0,0.0,1.0,real-check
2021-08-13,0,0.0,1.0,real-check
2021-08-16,0,0.0,1.0,real-check
2021-08-17,0,0.0,1.0,real-check
2021-08-18,0,0.0,1.0,real-check
2021-08-19,0,0.0,1.0,real-check
2021-08-20,0,0.0,1.0,real-check
2021-08-23,0,0.0,1.0,real-check
2021-08-24,0,0.0,1.0,real-check
2021-08-25,0,0.0,1.0,real-check
2021-08-26,0,0.0,1.0,real-check
2021-08-27,0,0.0,1.0,real-check
2021-08-30,0,0.0,1.0,real-check
2021-08-31,0,0.0,1.0,real-check
2021-09-01,0,0.0,1.0,real-check
2021-09-02,0,0.0,1.0,real-check
2021-09-03,0,0.0,1.0,real-check
2021-09-06,0,0.0,1.0,real-check
2021-09-08,0,0.0,1.0,real-check
2021-09-09,0,0.0,1.0,real-check
2021-09-10,0,0.0,1.0,real-check
2021-09-13,0,0.0,1.0,real-check
2021-09-14,0,0.0,1.0,real-check
2021-09-15,0,0.0,1.0,real-check
2021-09-16,0,0.0,1.0,real-check
2021-09-17,0,0.0,1.0,real-check
2021-09-20,0,0.0,1.0,real-check
2021-09-21,0,0.0,1.0,real-check
2021-09-22,0,0.0,1.0,real-check
2021-09-23,0,0.0,1.0,real-check
2021-09-24,0,0.0,1.0,real-check
2021-09-27,0,0.0,1.0,real-check
2021-09-28,0,0.0,1.0,real-check
2021-09-29,0,0.0,1.0,real-check
2021-09-30,0,0.0,1.0,real-check
2021-10-01,0,0.0,1.0,real-check
2021-10-04,0,0.0,1.0,real-check
2021-10-05,0,0.0,1.0,real-check
2021-10-06,0,0.0,1.0,real-check
2021-10-07,0,0.0,1.0,real-check
2021-10-08,0,0.0,1.0,real-check
2021-10-11,0,0.0,1.0,real-check
2021-10-13,0,0.0,1.0,real-check
2021-10-14,0,0.0,1.0,real-check
2021-10-15,0,0.0,1.0,real-check
2021-10-18,0,0.0,1.0,real-check
2021-10-19,0,0.0,1.0,real-check
2021-10-20,0,0.0,1.0,real-check
2021-10-21,0,0.0,1.0,real-check
2021-10-22,0,0.0,1.0,real-check
2021-10-25,0,0.0,1.0,real-check
2021-10-26,0,0.0,1.0,real-check
2021-10-27,0,0.0,1.0,real-check
2021-10-28,0,0.0,1.0,real-check
2021-10-29,1,0.0027357498773832685,1.0027357498773832,real-check
2021-11-01,1,-0.008743568669400969,0.993968260991067,real-check
2021-11-03,1,0.023093394092052567,1.016922361757126,real-check
2021-11-04,1,-0.008693564428613142,1.008081681686293,real-check
2021-11-05,1,0.011626372155640986,1.0198020144808622,real-check
2021-11-08,1,-0.0009041249522919838,1.0188799860331723,real-check
2021-11-09,1,0.012740005691181045,1.0318605228538653,real-check
2021-11-10,1,-0.0020059379246680875,1.029790674698105,real-check
2021-11-11,1,0.017597016453699144,1.0479119181446335,real-check
2021-11-12,1,-0.011735558154371339,1.0356140868885884,real-check
2021-11-16,1,-0.00749158840232934,1.027855692405965,real-check
2021-11-17,1,-0.00426452698298475,1.0234723740710854,real-check
2021-11-18,1,-0.00550968866584468,1.0178333599318607,real-check
2021-11-19,1,-0.009338024491257878,1.0083288070887977,real-check
2021-11-22,1,0.00550636295041761,1.0138810314739901,real-check
2021-11-23,1,0.0029443986854734605,1.0168663014502886,real-check
2021-11-24,1,-0.006461381138297539,1.0102959407099272,real-check
2021-11-25,1,0.007121253999993849,1.0174905147188853,real-check
2021-11-26,1,-0.007452960410516362,1.0099071981946095,real-check
2021-11-29,1,0.0018645844557254496,1.0117902554580884,real-check
2021-11-30,1,-9.436372764349737e-05,1.01169477915799,real-check
2021-12-01,1,-0.01605333487385442,0.9954537040780366,real-check
2021-12-02,1,0.008894835680013025,1.004308101202871,real-check
2021-12-03,1,-0.001150296755984558,1.0031528488520483,real-check
2021-12-06,1,-0.006777304924089022,0.9963541761099094,real-check
2021-12-07,1,0.012747583332453061,1.009055283998508,real-check
2021-12-08,1,0.01609770859401637,1.0252987619155685,real-check
2021-12-09,1,-0.006930284678053799,1.0181931496154375,real-check
2021-12-10,1,-0.007150406590508706,1.0109126546080165,real-check
2021-12-13,1,-0.011710937171464219,0.9990739200240639,real-check
2021-12-14,1,0.0002571803777031599,0.999330862232169,real-check
2021-12-15,1,-9.336888411283122e-05,0.999237555824703,real-check
2021-12-16,1,-0.0005317237318768311,0.9987062375024884,real-check
2021-12-17,1,-0.00044384635452633284,0.9982629653797302,real-check
2021-12-20,1,-0.008501063759687521,0.9897766682621024,real-check
2021-12-21,1,8.123733128783212e-05,0.9898570750772029,real-check
2021-12-22,1,0.016235370021716145,1.005927770959695,real-check
2021-12-23,1,-0.0013300901069258732,1.0045897963832595,real-check
2021-12-27,1,0.0075767904772383494,1.0122013627860271,real-check
2021-12-28,1,-0.0005387801913842129,1.0116560087420658,real-check
2021-12-29,1,-0.012792091035739427,0.9987148129813845,real-check
2021-12-30,1,0.022893761629361287,1.0215791518454924,real-check
2022-01-03,1,-0.020679355981879987,1.0004535529008125,real-check
2022-01-04,1,0.0025260839556790937,1.0029807825691974,real-check
2022-01-05,1,-0.002543938799467803,1.000429260841299,real-check
2022-01-06,1,0.0020023255722729683,1.0024324459335316,real-check
2022-01-07,1,0.008654844571167043,1.0111083429461811,real-check
2022-01-10,1,-0.004329729175234564,1.006730517654404,real-check
2022-01-11,1,0.016337392163550447,1.023177868924338,real-check
2022-01-12,1,0.006693651038952687,1.0300266645296967,real-check
2022-01-13,1,0.0020626389060123163,1.0321512376021857,real-check
2022-01-14,1,-0.0009068161091608897,1.0312152662328378,real-check
2022-01-17,1,0.0037756648895751377,1.035108789507147,real-check
2022-01-18,1,-0.009314409671092993,1.025467362187528,real-check
2022-01-19,1,0.023275170064956597,1.049335289438505,real-check
2022-01-20,1,0.00430300795313986,1.0538505875344693,real-check
2022-01-21,1,-0.007187412578609675,1.0462761285656488,real-check
2022-01-24,1,-0.005033626831420068,1.0410095649718265,real-check
2022-01-25,1,0.008271616948698813,1.049620397333205,real-check
2022-01-26,1,0.0022872589798700227,1.05202115101246,real-check
2022-01-27,1,0.005050258356397819,1.057334129621468,real-check
2022-01-28,1,0.00757081893840782,1.0653390148742312,real-check
2022-01-31,1,0.012921249606574692,1.0791045262010435,real-check
2022-02-01,1,0.00813285429820786,1.087880726085173,real-check
2022-02-02,1,0.0010316937566506766,1.0890030858382556,real-check
2022-02-03,1,-0.004159795688529876,1.08447305549699,real-check
2022-02-04,1,-0.007715391179239927,1.0761059216504851,real-check
2022-02-07,1,0.013056470662591513,1.0901560670463557,real-check
2022-02-08,1,0.0009395873773050299,1.091180363926245,real-check
2022-02-09,1,0.003968505656364186,1.0955107193725997,real-check
2022-02-10,1,-0.0010507110907523977,1.0943596541097167,real-check
2022-02-11,1,-0.0007649825193322237,1.0935224881044603,real-check
2022-02-14,1,0.008529186327577144,1.102849345158899,real-check
2022-02-15,1,0.010132962769507026,1.1140244765137692,real-check
2022-02-16,1,0.004439208081711155,1.118969862973133,real-check
2022-02-17,1,-0.0061204457186266985,1.112121268666027,real-check
2022-02-18,1,0.007036488900495564,1.1199466976290002,real-check
2022-02-21,1,0.006600695352569342,1.1273391245911653,real-check
2022-02-22,1,0.009089616256220057,1.137586204624322,real-check
2022-02-23,1,0.010653615959153696,1.1497056111688206,real-check
2022-02-24,1,-0.022551611671236437,1.1237778966894998,real-check
2022-02-25,1,-0.011057576225265719,1.1113516369365868,real-check
2022-03-02,1,0.013418346300293139,1.1262641380623994,real-check
2022-03-03,1,0.013503897754264405,1.1414730938270887,real-check
2022-03-04,1,-0.004833328255250301,1.1359559796700862,real-check
2022-03-07,1,-0.010300733079230084,1.1242548003337494,real-check
2022-03-08,1,0.01144609474090873,1.137123127291291,real-check
2022-03-09,1,0.009517155490611707,1.147945304905693,real-check
2022-03-10,1,0.0002916741647942432,1.1482801308937307,real-check
2022-03-11,1,-0.012200789357237462,1.1342702068935953,real-check
2022-03-14,1,-0.00911537079915149,1.1239309133713298,real-check
2022-03-15,1,-0.006994600419501961,1.1160694657331716,real-check
2022-03-16,1,0.017056162509233464,1.1351053279123098,real-check
2022-03-17,1,0.007447358512778213,1.1435588642390373,real-check
2022-03-18,1,0.0032549209767963505,1.1472810579744501,real-check
2022-03-21,1,0.017638915908622866,1.1675178520796172,real-check
2022-03-22,1,0.005846944201716487,1.1743442638152346,real-check
2022-03-23,1,0.017249671324474736,1.1946013163878297,real-check
2022-03-24,1,0.0005107171836141631,1.195211419807677,real-check
2022-03-25,1,0.017975171112973965,1.2166955495949006,real-check
2022-03-28,1,-0.004320124878444475,1.211439272881603,real-check
2022-03-29,1,0.0019850386582672586,1.213844026670416,real-check
2022-03-30,1,-0.0024204872353724804,1.210905932698127,real-check
2022-03-31,1,0.007055600075842151,1.2194496006887097,real-check
2022-04-01,1,0.01850499783946834,1.2420155129147947,real-check
2022-04-04,1,0.014165874618493602,1.2596097489449698,real-check
2022-04-05,1,-0.012651675806981576,1.2436735747580046,real-check
2022-04-06,1,-0.014094750173072056,1.226144306424939,real-check
2022-04-07,1,-0.006741817866445909,1.2178778648330426,real-check
2022-04-08,1,0.01233099407305981,1.2328955095660097,real-check
2022-04-11,1,0.0017938109885966456,1.2351070910788606,real-check
2022-04-12,1,0.003599824521118057,1.239553259871533,real-check
2022-04-13,1,-0.0027728775168108888,1.2361161305063457,real-check
2022-04-14,1,-0.001385557685300919,1.2344034203017982,real-check
2022-04-18,1,0.010063273680885432,1.2468255597529163,real-check
2022-04-19,1,-0.0025752964681410406,1.2436146142924966,real-check
2022-04-20,1,0.010246271124946683,1.2563570268054836,real-check
2022-04-22,1,-0.036906842604556796,1.2099888557620446,real-check
2022-04-25,1,-0.017071276469530338,1.1893328014802802,real-check
2022-04-26,1,-0.024151380773263075,1.1606087721255982,real-check
2022-04-27,1,0.0070871439185752234,1.168834173526813,real-check
2022-04-28,1,0.0055279989481499155,1.1752954876086308,real-check
2022-04-29,1,-0.006625509944432017,1.1675085556678337,real-check
2022-05-02,1,-0.022823619109122794,1.140861785086629,real-check
2022-05-03,1,0.02532305708922854,1.1697518932012967,real-check
2022-05-04,1,0.007790367520905884,1.1788646903576103,real-check
2022-05-05,1,-0.021562999512915747,1.1534448316136356,real-check
2022-05-06,1,-0.008979190603438335,1.143087830620026,real-check
2022-05-09,1,-0.015838378910967853,1.1249831724301498,real-check
2022-05-10,1,0.005862953491523649,1.1315788964488545,real-check
2022-05-11,1,-0.0007799119640902288,1.130696364529202,real-check
2022-05-12,1,0.0016383114500517668,1.1325487973297421,real-check
2022-05-13,1,0.014232956783408624,1.1486683154172377,real-check
2022-05-16,1,0.0008785904237450413,1.1496775243992226,real-check
2022-05-17,1,0.024679599992676094,1.1780511058219656,real-check
2022-05-18,1,-0.005551769660904104,1.1715108374336687,real-check
2022-05-19,1,0.00711420150274732,1.179845201593824,real-check
2022-05-20,1,0.01160921097215505,1.1935422734536114,real-check
2022-05-23,1,0.013380802551844363,1.2095128269519735,real-check
2022-05-24,1,-0.0005236256760409277,1.2088794949802806,real-check
2022-05-25,1,-0.00041970328171071395,1.2083721242890446,real-check
2022-05-26,1,0.011997510226860787,1.222869581208056,real-check
2022-05-27,1,0.008791941071126342,1.23362097850371,real-check
2022-05-30,1,-0.00486614755358462,1.2276179967971135,real-check
2022-05-31,1,0.003956351597589881,1.2324748852199716,real-check
2022-06-01,1,-0.017382517549082165,1.2110513688988325,real-check
2022-06-02,1,0.004109929268666369,1.2160287043657283,real-check
2022-06-03,1,0.005676741600046709,1.222931785098652,real-check
