date,instrument,tf,mechanic,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop_price,target_price,or_high,or_low,or_width,is_roll,tercile,year,pnl_pts,pnl_pct,pnl_rs_gross,pnl_liq_pts_05tick,pnl_liq_pct_05tick,pnl_liq_rs_05tick,pnl_liq_pts_1tick,pnl_liq_pct_1tick,pnl_liq_rs_1tick,pnl_liq_pts_2tick,pnl_liq_pct_2tick,pnl_liq_rs_2tick
2022-12-16,WIN,M5,C1,short,2022-12-16 10:30:00,105265.0,2022-12-16 11:10:00,105075.0,tp,106010.0,105075.0,105300.0,104850.0,450.0,False,1,2022,190.0,0.0018049684130527716,38.0,185.0,0.0017574692442882249,37.0,180.0,0.0017099700755236783,36.0,170.0,0.0016149717379945851,34.0
2022-12-19,WIN,M5,C1,short,2022-12-19 11:15:00,105045.0,2022-12-19 11:30:00,105785.0,stop,105785.0,104657.5,105120.0,104195.0,925.0,False,1,2022,-740.0,-0.0070445999333618925,-148.0,-745.0,-0.0070921985815602835,-149.0,-750.0,-0.007139797229758675,-150.0,-760.0,-0.0072349945261554575,-152.0
2022-12-20,WIN,M5,C1,long,2022-12-20 10:10:00,106465.0,2022-12-20 10:10:00,106590.0,tp,106160.0,106590.0,106810.0,106370.0,440.0,False,1,2022,125.0,0.001174094772930071,25.0,120.0,0.001127130982012868,24.0,115.0,0.0010801671910956653,23.0,105.0,0.0009862396092612596,21.0
2022-12-21,WIN,M5,C1,long,2022-12-21 09:30:00,109100.0,2022-12-21 09:30:00,108975.0,stop,108975.0,109452.5,109810.0,109095.0,715.0,False,1,2022,-125.0,-0.001145737855178735,-25.0,-130.0,-0.0011915673693858844,-26.0,-135.0,-0.001237396883593034,-27.0,-145.0,-0.0013290559120073327,-29.0
2022-12-22,WIN,M5,C1,short,2022-12-22 10:35:00,109555.0,2022-12-22 10:40:00,109277.5,tp,109875.0,109277.5,109560.0,108995.0,565.0,False,1,2022,277.5,0.0025329743051435353,55.5,272.5,0.0024873351284742822,54.5,267.5,0.0024416959518050296,53.5,257.5,0.0023504175984665238,51.5
2022-12-23,WIN,M5,C1,short,2022-12-23 09:35:00,109625.0,2022-12-23 09:40:00,109830.0,stop,109830.0,109505.0,109725.0,109285.0,440.0,False,1,2022,-205.0,-0.0018700114025085519,-41.0,-210.0,-0.0019156214367160775,-42.0,-215.0,-0.001961231470923603,-43.0,-225.0,-0.0020524515393386543,-45.0
2022-12-28,WIN,M5,C1,short,2022-12-28 09:35:00,110635.0,2022-12-28 10:00:00,110825.0,stop,110825.0,110422.5,110645.0,110200.0,445.0,False,1,2022,-190.0,-0.001717358882812853,-38.0,-195.0,-0.0017625525376237176,-39.0,-200.0,-0.0018077461924345822,-40.0,-210.0,-0.0018981335020563112,-42.0
2022-12-29,WIN,M5,C1,short,2022-12-29 09:40:00,112655.0,2022-12-29 10:05:00,112352.5,tp,112850.0,112352.5,112730.0,111975.0,755.0,False,1,2022,302.5,0.0026851892947494563,60.5,297.5,0.002640806000621366,59.5,292.5,0.002596422706493276,58.5,282.5,0.0025076561182370955,56.5
2023-01-02,WIN,M5,C1,long,2023-01-02 09:45:00,109505.0,2023-01-02 10:00:00,109350.0,stop,109350.0,110032.5,110585.0,109480.0,1105.0,False,1,2023,-155.0,-0.0014154604812565636,-31.0,-160.0,-0.001461120496780969,-32.0,-165.0,-0.0015067805123053742,-33.0,-175.0,-0.0015981005433541846,-35.0
2023-01-03,WIN,M5,C1,long,2023-01-03 09:30:00,107345.0,2023-01-03 09:30:00,107635.0,tp,107005.0,107635.0,108045.0,107225.0,820.0,False,1,2023,290.0,0.002701569705156272,58.0,285.0,0.002654990917136336,57.0,280.0,0.0026084121291164004,56.0,270.0,0.0025152545530765288,54.0
