split,n_days,pct_touch_pdh,pct_touch_pdl,pct_touch_both,pct_touch_none
discovery,609,46.96223316912972,46.30541871921182,10.344827586206897,17.077175697865353
confirm,250,43.2,52.800000000000004,11.200000000000001,15.2
